pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
2450,TERM_78082110,ITEM_10906f14923a,yastık yorgan,çift kişilik silikon yorgan seti +2 yastık hediyeli,zeynep tekstil,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yorgan/çift kişilik yorgan,unknown,unknown,boyut/ebat:195 x 215; dolgu materyali:silikon; dış materyal:pamuklu; renk:beyaz,0.7911
2451,TERM_78082110,ITEM_6b400131386c,yastık yorgan,çift kişilik + 2 adet yastık yıkanabilir slikonize yorgan 195x215,relax meriadoc,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yorgan/çift kişilik yorgan,unknown,unknown,boyut/ebat:195 x 215; dolgu materyali:elyaf; dış materyal:polyester; renk:beyaz,0.785
2452,TERM_78082110,ITEM_70c1a26d0439,yastık yorgan,"5'li gri pencereli yastık yorgan seti, 75x40x40 cm, şık ve kullanışlı ürünler",abouttheperfect,ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/hurç,unknown,unknown,boyut/ebat:40 x 40; materyal:polipropilen; renk:şeffaf; parça sayısı:5,0.7647
2453,TERM_78082110,ITEM_7c3ae136688f,yastık yorgan,yumuşak ve şık pencereli krem desenli yastık yorgan seti 90x50x50 cm,abouttheperfect,ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/hurç,unknown,unknown,boyut/ebat:90 x 50; materyal:polipropilen; renk:şeffaf; parça sayısı:1,0.7549
2454,TERM_78082110,ITEM_c75172009457,yastık yorgan,çift kişilik antialerjik lüx microfiber yorgan + 2 adet 800 gr boncuk slikon yastık seti,madame clean home,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yorgan/çift kişilik yorgan,unknown,unknown,boyut/ebat:195 x 215; dolgu materyali:silikon; dış materyal:mikrofiber; renk:beyaz,0.7529
2455,TERM_ccd2935e,ITEM_d26448415bbf,mahmood,coffee 3'ü 1 arada kahve 18 gram x 10 adet x 10'lu paket,mahmood,süpermarket/gıda & içecek/kahve/granül kahve,unknown,unknown,form:tek kullanımlık; ağırlık:500 - 1000 gr; menşei:tr,0.8046
2456,TERM_ccd2935e,ITEM_9028142eec98,mahmood,3ü 1 arada hazır kahve 48 adet x 18 gram,mahmood,süpermarket/gıda & içecek/kahve/granül kahve,unknown,unknown,form:tek kullanımlık; ağırlık:250 - 500 gr; menşei:tr,0.7816
2457,TERM_ccd2935e,ITEM_d590220ae8e8,mahmood,coffee 3ü 1 arada hazır kahve 48 adet x 18 g (1 koli - 12'li),mahmood,süpermarket/gıda & içecek/kahve/granül kahve,unknown,unknown,form:paket; ağırlık:50 - 250 gr; menşei:tr,0.7722
2458,TERM_ccd2935e,ITEM_adccebc702b9,mahmood,coffee 2si 1 arada hazır kahve 48 adet x 10 gr (1 koli - 12'li),mahmood,süpermarket/gıda & içecek/kahve/tekli poşet kahve,unknown,unknown,menşei:tr,0.7632
2459,TERM_ccd2935e,ITEM_4715ba8e02c1,mahmood,gold granül kahve cam kavanoz 200 g,mahmood coffee,süpermarket/gıda & içecek/kahve/granül kahve,unknown,unknown,form:kavanoz; ağırlık:50 - 250 gr; menşei:tr,0.7584
