pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
9450,TERM_92fa792d,ITEM_4a1959f7ddcc,erkek saç tarak,erkek tarak - 16,nascita,kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,unknown,yetişkin,renk:siyah; tip:tarak; menşei:cn; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.8231
9451,TERM_92fa792d,ITEM_a24d3956835e,erkek saç tarak,erkek tarağı-taraftar-3 lü set,firdevsi hobi,kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,unknown,yetişkin,renk:kırmızı; tip:tarak; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.; color detail:kirmizi beyaz,0.8022
9452,TERM_92fa792d,ITEM_60ddfa74c2df,erkek saç tarak,professional 4’lü erkek tarama fön fırça serisi + 4’lü şekillendirici tarak + mavi duş tarağı,layes,kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,unknown,yetişkin,renk:mavi; tip:fön fırçası; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.; color detail:maun,0.7974
9453,TERM_92fa792d,ITEM_cb192f77c91c,erkek saç tarak,erkek stil tarağı karbon - tgz5568-9678,tgzm,kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,unknown,yetişkin,renk:çok renkli; tip:saç açıcı tarak; menşei:tr; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.7954
9454,TERM_ef76c4fa,ITEM_077c8611a909,futbol tişört,erkek futbol t-shirt premium training 9212330,joma,giyim/spor giyim/spor t-shirt,erkek,yetişkin,desen:baskılı; kalıp:regular; renk:bordo; yaka tipi:bisiklet yaka,0.7233
9455,TERM_ef76c4fa,ITEM_7c4e720cff08,futbol tişört,teamgoal casuals tee erkek futbol tişörtü 65861504 beyaz,puma,giyim/spor giyim/spor t-shirt,erkek,yetişkin,desen:düz; ek özellik:yıkamalı; koleksiyon:sportswear; kalıp:regular,0.714
9456,TERM_ef76c4fa,ITEM_be230a7da84d,futbol tişört,teamcup training jersey erkek futbol tişörtü 65916703 siyah,puma,giyim/spor giyim/spor t-shirt,erkek,yetişkin,koleksiyon:sportswear; desen:desenli; ek özellik:ek özellik mevcut değil; kalıp:belirtilmemiş,0.7137
9457,TERM_ef76c4fa,ITEM_25caf74622a9,futbol tişört,football graphic tee,adidas,giyim/spor giyim/spor t-shirt,erkek,yetişkin,desen:geometrik; kalıp:regular; yaka tipi:bisiklet yaka; renk:beyaz,0.7096
9458,TERM_ef76c4fa,ITEM_ae89265ac0ac,futbol tişört,"dog at sports with football & jersey , erkek tişört, kadın tişört, unisex beyaz t-shirt",fizello,giyim/üst giyim/t-shirt,unisex,yetişkin,desen:baskılı; kalıp:regular; yaka tipi:bisiklet yaka; materyal:polyester,0.7072
9459,TERM_317c05ef,ITEM_5aff00efbbea,c vitamini serum,%10 vitamin c aydınlatıcı renk tonu eşitleyici serum 30ml,skin401,kozmetik & kişisel bakım/cilt bakım/yüz bakım/cilt serumu,unknown,unknown,spf:korumasız; cilt tipi:tüm cilt tipleri; tip:şişe; hacim:30 ml,0.8249
9460,TERM_317c05ef,ITEM_b39ca3cf1e9a,c vitamini serum,"c vit aydınlatıcı ve ton eşitleyici bakım serumu 30 ml %10 ascorbic acid & ferulic acid %0,5",the purest solutions,kozmetik & kişisel bakım/cilt bakım/yüz bakım/cilt serumu,unknown,unknown,spf:korumasız; cilt tipi:tüm cilt tipleri; tip:şişe; hacim:30 ml,0.8169
9461,TERM_317c05ef,ITEM_45c045349a68,c vitamini serum,c vitamini aydınlatıcı serum 30 ml,garnier,kozmetik & kişisel bakım/cilt bakım/yüz bakım/cilt serumu,unknown,unknown,cilt tipi:tüm cilt tipleri; spf:korumasız; hacim:30 ml; içerik:c vitamini,0.8169
9462,TERM_317c05ef,ITEM_8e645aaff362,c vitamini serum,c vitamini aydınlatıcı serum 30 ml,garnier,kozmetik & kişisel bakım/cilt bakım/yüz bakım/cilt serumu,unknown,unknown,cilt tipi:karma; spf:korumasız; hacim:30 ml; içerik:salisilik asit,0.8169
9463,TERM_317c05ef,ITEM_dc5d1b424059,c vitamini serum,c vitamini,garnier,kozmetik & kişisel bakım/cilt bakım/yüz bakım/cilt serumu,unknown,unknown,cilt tipi:karma; spf:korumasız; tip:şişe; hacim:30 ml,0.8105
9464,TERM_8a1d1019,ITEM_e9f02ed8fdec,3. sınıf,3. sınıf tüm dersler soru bankası 9786052110782,kitaps,kitap/roman ve edebiyat/roman,unknown,genç,boyut:normal boy; yazar:kolektif; roman türü:gençlik; basım yılı:2022,0.8661
9465,TERM_8a1d1019,ITEM_342d94fb2acf,3. sınıf,3. sınıf tüm dersler soru bankası sınav yayınları,sınav yayınları,kitap/eğitim/ders ve yardımcı kitaplar,unknown,unknown,boyut:normal boy; sınıf:3. sınıf; basım dili:türkçe; yazar:komisyon,0.8367
9466,TERM_8a1d1019,ITEM_6df35b24291e,3. sınıf,3. sınıf tüm dersler konu anlatımı + soru bankası + sürpriz hediye,sınav yayınları,kitap/eğitim/ders ve yardımcı kitaplar,unknown,unknown,boyut:normal boy; sınıf:5. sınıf; basım dili:türkçe; sayfa sayısı:751-1000,0.83
9467,TERM_8a1d1019,ITEM_eaf03cfdf3bd,3. sınıf,3. sınıf tüm dersler konu anlatımlı 9786057543714,gezegen yayıncılık,kitap/roman ve edebiyat/roman,unknown,genç,boyut:normal boy; sayfa sayısı:1-25; yazar:kolektif; roman türü:gençlik,0.8201
9468,TERM_8a1d1019,ITEM_c677b286b253,3. sınıf,3.sinif türkçe 3 boyut,tudem yayınları,kitap/eğitim/ders ve yardımcı kitaplar,unknown,unknown,boyut:normal boy; sınıf:3. sınıf; basım dili:türkçe; yazar:kolektif,0.8127
9469,TERM_8ec694d0,ITEM_d56a0b16c06f,logitech oyuncu kulaklığı,g g435 lightspeed kablosuz mavi oyuncu kulaklığı - 981-001062,logitech,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu kulaklık,unknown,unknown,renk:çok renkli; bağlantı türü:kablosuz; mikrofon:var; kullanım tipi:kulak üstü,0.8746
9470,TERM_8ec694d0,ITEM_5d5f5d6b5ca1,logitech oyuncu kulaklığı,g g435 lightspeed kablosuz siyah oyuncu kulaklığı - 981-001050,logitech,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu kulaklık,unknown,unknown,renk:siyah; bağlantı türü:kablosuz; mikrofon:var; kullanım tipi:kulak üstü,0.8737
9471,TERM_8ec694d0,ITEM_cb76799a305a,logitech oyuncu kulaklığı,g733 white 981-000883 7.1 surround rgb mikrofonlu lightspeed kablosuz gaming (oyuncu) kulak,logitech,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu kulaklık,unknown,unknown,renk:çok renkli; bağlantı türü:kablosuz; mikrofon:var; kullanım tipi:kulak üstü,0.8679
9472,TERM_8ec694d0,ITEM_41c2959eab59,logitech oyuncu kulaklığı,g g733 lightspeed rgb kablosuz 7.1 surround ses oyuncu kulaklığı beyaz,logitech,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu kulaklık,unknown,unknown,renk:beyaz; bağlantı türü:kablosuz; mikrofon:var; kullanım tipi:kulak üstü,0.8587
9473,TERM_8ec694d0,ITEM_c24036a54f37,logitech oyuncu kulaklığı,g g733 lightspeed rgb kablosuz 7.1 surround ses oyuncu kulaklığı - mavi,logitech,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu kulaklık,unknown,unknown,renk:mavi; bağlantı türü:kablosuz; mikrofon:var; kullanım tipi:kulak üstü,0.8563
9474,TERM_889d43a8,ITEM_4da661ffa595,detector,"findx pro yetişkinler için metal dedektörü, altın için profesyonel tamamen su geçirmez metal d",nokta,bahçe & elektrikli el aletleri/elektrikli el aletleri/ölçüm cihazı,unknown,unknown,tip:metal dedektörü; garanti süresi:3 yıl; menşei:tr; tamir edilebilirlik:yetkili servis ile tamiri gerekir.,0.7732
9475,TERM_889d43a8,ITEM_87048b7e3a23,detector,"nokta findx metal dedektörü su geçirmez, altın arama, piint modu, usb şarj edilebilir pil, kulak",nokta dedektör,bahçe & elektrikli el aletleri/elektrikli el aletleri/metal dedektörü,unknown,unknown,boyut/ebat:130; su altı özelliği:var; diğer özellikler:su altı kullanım; menşei:tr,0.7618
9476,TERM_889d43a8,ITEM_4a9577148bf4,detector,nokta simplex lite metal dedektörü su geçirmez altın arama,nokta dedektör,bahçe & elektrikli el aletleri/elektrikli el aletleri/metal dedektörü,unknown,unknown,boyut/ebat:132 cm; su altı özelliği:var; menşei:tr; tamir edilebilirlik:tamir edilebilir,0.7532
