pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
10150,TERM_f83663b3,ITEM_99cd8a779f54,rustik ampul,st64 6500 k beyaz led rustik dekoratif ampul vintage aydınlatma,edison,banyo yapı & hırdavat/elektrik tesisat malzemesi/ampul,unknown,unknown,renk sıcaklığı:beyaz işık; duy tipi:e27; ampul teknolojisi:rustik ampul; güç (watt):0 - 250 watt,0.8384
10151,TERM_f83663b3,ITEM_57c64d3cb8ae,rustik ampul,10 adet rustik led ampul st64/ ct-4290,cata,banyo yapı & hırdavat/elektrik tesisat malzemesi/ampul,unknown,unknown,renk sıcaklığı:sarı işık; duy tipi:e27; ampul teknolojisi:led ampul; güç (watt):8 watt,0.8344
10152,TERM_f83663b3,ITEM_89d7d5960d9e,rustik ampul,armut tipi ampül flemanlı tasarruflu st64 led rustik dekoratif ampul vintage aydınlatma,edison,banyo yapı & hırdavat/elektrik tesisat malzemesi/ampul,unknown,unknown,paket içeriği:tekli; renk sıcaklığı:sarı işık; duy tipi:e27; ampul teknolojisi:rustik ampul,0.8313
10153,TERM_f83663b3,ITEM_6976bdee0c38,rustik ampul,led rustik dekoratif vintage aydınlatma 6500k beyaz ampul g95 5li,edison,banyo yapı & hırdavat/elektrik tesisat malzemesi/ampul,unknown,unknown,renk sıcaklığı:beyaz işık; duy tipi:e27; ampul teknolojisi:rustik ampul; güç (watt):0 - 250 watt,0.8298
10154,TERM_346a1df2,ITEM_0069dc0efe64,samsung elektrikli süpürge aksesuarları,vc07r302mvb emici yer başlığı,samsung,elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/süpürge aksesuarı,unknown,unknown,renk:siyah; menşei:cn; tamir edilebilirlik:tamir edilmez.; color detail:siyah,0.8531
10155,TERM_346a1df2,ITEM_25077f55b5cf,samsung elektrikli süpürge aksesuarları,vc07r302mvr emici yer başlığı,samsung,elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/süpürge aksesuarı,unknown,unknown,renk:siyah; menşei:tr; color detail:siyah,0.8464
10156,TERM_346a1df2,ITEM_1bd3fa08a9af,samsung elektrikli süpürge aksesuarları,samsung vc07r302mvp/tr uyumlu lüks süpürge emici başlığı,pro fresh & clean,elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/süpürge aksesuarı,unknown,unknown,renk:siyah; garanti tipi:ithalatçı garantili; color detail:siyah,0.8132
10157,TERM_346a1df2,ITEM_6bb52c41c3df,samsung elektrikli süpürge aksesuarları,samsung vc07r302mvr vc07r302mvb vc07r302mvp torbasız süpürge orijinal emici yer başlığı,süpürge diyari,elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/süpürge aksesuarı,unknown,unknown,renk:siyah; menşei:tr; tamir edilebilirlik:tamir edilmez.; color detail:siyah,0.8042
10158,TERM_346a1df2,ITEM_f36b09f66b3d,samsung elektrikli süpürge aksesuarları,samsung vc07h40h1vb/et hepa ve sünger filtre seti uyumlu,popüler,elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/süpürge aksesuarı,unknown,unknown,renk:mavi; menşei:cn; tamir edilebilirlik:tamir edilmez.; color detail:mavi,0.8016
10159,TERM_8c8a068d,ITEM_e4658fb27080,mavi sweat,logo baskılı kapüşonlu sweatshirt 1600361-70717,mavi,giyim/üst giyim/sweatshirt,kadın,yetişkin,kutu durumu:kutu yok; kol tipi:standart kol; desen:slogan; kalıp:belirtilmemiş,0.8594
