pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
8400,TERM_8b19386a,ITEM_ae845ff6f9e0,hol aynası,"80 x 50 cm duvar aynası, dekoratif ayna, konsol aynası, hol aynası, dresuar aynası",ant home,ev & mobilya/ev/ev dekorasyon/ayna,unknown,unknown,materyal:cam; renk:gümüş; parça sayısı:1 parça; şekil:geometrik,0.8381
8401,TERM_8b19386a,ITEM_d1c0b0507219,hol aynası,dekoratif yuvarlak ayna beyaz 60 cm antre hol wc 5704,luxury decor,ev & mobilya/ev/ev dekorasyon/ayna,unknown,unknown,materyal:suntalam; renk:beyaz; parça sayısı:1 parça; şekil:yuvarlak,0.8238
8402,TERM_8b19386a,ITEM_8a8c7fa81a12,hol aynası,"52 cm yuvarlak ayna dekoratif ayna, konsol aynası, hol aynası, dresuar aynası sade aynalar",meddex,ev & mobilya/ev/ev dekorasyon/ayna,unknown,unknown,materyal:cam; renk:gümüş; parça sayısı:1 parça; şekil:yuvarlak,0.8198
8403,TERM_8b19386a,ITEM_24a775ab7c0e,hol aynası,50x150 cm ceviz boy ayna antre koridor konsol duvar salon banyo wc ofis çocuk yatak odası,nysamo,banyo yapı & hırdavat/banyo yapı malzemeleri/banyo aynası,unknown,unknown,boyut/ebat:50 x 150; menşei:xl; özellik:otomatik,0.8185
8404,TERM_2c4b2543,ITEM_59b81f7d3f2d,jbl kablosuz kulaklık,"vıbe 100tws,kablosuz kulakıcı kulaklık,sıyah",jbl,elektronik/giyilebilir teknoloji/kulaklıklar/kulak içi tws bluetooth kulaklık,unknown,unknown,aktif gürültü önleme (anc):yok; dokunmatik kontrol:var; garanti tipi:resmi distribütör garantili; renk:siyah,0.8097
8405,TERM_2c4b2543,ITEM_3088bd010ff2,jbl kablosuz kulaklık,wave beam tws kulakiçi kulaklik,jbl,elektronik/giyilebilir teknoloji/kulaklıklar/kulak içi tws bluetooth kulaklık,unknown,unknown,dokunmatik kontrol:var; aktif gürültü önleme (anc):yok; garanti tipi:resmi distribütör garantili; renk:beyaz,0.7854
8406,TERM_2c4b2543,ITEM_683555c978ce,jbl kablosuz kulaklık,"wave beam2, kablosuz kulakiçi kulaklık, ie, mavi",jbl,elektronik/giyilebilir teknoloji/kulaklıklar/kulak içi tws bluetooth kulaklık,unknown,unknown,aktif gürültü önleme (anc):var; dokunmatik kontrol:var; garanti tipi:resmi distribütör garantili; renk:mavi,0.7808
8407,TERM_2c4b2543,ITEM_a5e098588343,jbl kablosuz kulaklık,"wave beam2, kablosuz kulakiçi kulaklık, ie, siyah",jbl,elektronik/giyilebilir teknoloji/kulaklıklar/kulak içi tws bluetooth kulaklık,unknown,unknown,aktif gürültü önleme (anc):var; dokunmatik kontrol:var; garanti tipi:resmi distribütör garantili; renk:siyah,0.7801
8408,TERM_2c4b2543,ITEM_98bc46e6314b,jbl kablosuz kulaklık,"wave beam2, kablosuz kulakiçi kulaklık, ie, beyaz",jbl,elektronik/giyilebilir teknoloji/kulaklıklar/kulak içi tws bluetooth kulaklık,unknown,unknown,aktif gürültü önleme (anc):var; dokunmatik kontrol:var; garanti tipi:resmi distribütör garantili; renk:beyaz,0.7798
8409,TERM_4c6a5d51,ITEM_0b53b4a9caa8,tv koltuğu,comfort tv koltuğu fonksiyonel baba koltuğu sallanır antrasit,eymense,ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/tv koltuğu,unknown,unknown,materyal:ahşap; renk:gri; garanti süresi:2 yıl; kumaş:nubuk,0.8546
