pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
2100,TERM_432c7e21,ITEM_1aaa9a60c0a1,ltb erkek jean,betıana x düz paça yüksek bel jean pantolon 009516741556055241,ltb,giyim/alt giyim/jeans,kadın,yetişkin,paça tipi:dar paça; kemer/kuşak durumu:kemersiz; bel:yüksek bel; renk:mavi,0.8224
2101,TERM_432c7e21,ITEM_8f2b6a36540e,ltb erkek jean,lıoren düz paça orta bel jean pantolon,ltb,giyim/alt giyim/jeans,erkek,yetişkin,paça tipi:düz paça; bel:normal bel; renk:çok renkli; materyal:denim,0.822
2102,TERM_432c7e21,ITEM_eef12dc913d9,ltb erkek jean,lıoren düz paça orta bel jean pantolon,ltb,giyim/alt giyim/jeans,erkek,yetişkin,paça tipi:düz paça; bel:normal bel; renk:çok renkli; materyal:pamuklu,0.822
2103,TERM_432c7e21,ITEM_f62538f9161c,ltb erkek jean,lıoren düz paça orta bel jean pantolon,ltb,giyim/alt giyim/jeans,erkek,yetişkin,paça tipi:düz paça; bel:normal bel; renk:siyah; materyal:pamuklu,0.822
2104,TERM_432c7e21,ITEM_7c2aa573a034,ltb erkek jean,smarty y nima wash erkek jean pantolon,ltb,giyim/alt giyim/jeans,erkek,yetişkin,paça tipi:dar paça; kemer/kuşak durumu:kemersiz; bel:normal bel; renk:çok renkli,0.8208
2105,TERM_cce1f37b,ITEM_bf3f2f60084d,levidor kadın çanta,kadın omuz çanta,levidor,aksesuar/çanta/el çantası,kadın,yetişkin,kumaş tipi:dokuma; boyut:küçük boy; materyal:suni deri; renk:kahverengi,0.9519
2106,TERM_cce1f37b,ITEM_d0aff2bcf470,levidor kadın çanta,kadın omuz çanta,levidor,aksesuar/çanta/el çantası,kadın,yetişkin,kumaş tipi:dokuma; boyut:orta boy; materyal:suni deri; renk:kahverengi,0.9519
2107,TERM_cce1f37b,ITEM_851f42b6be52,levidor kadın çanta,kadın el çanta,levidor,aksesuar/çanta/el çantası,kadın,yetişkin,materyal:deri; renk:krem; yıkama talimatı:type 4; desen:düz,0.9145
2108,TERM_cce1f37b,ITEM_ea3ce6c0a76e,levidor kadın çanta,kadın el çanta,levidor,aksesuar/çanta/el çantası,kadın,yetişkin,materyal:suni deri; renk:beyaz; yıkama talimatı:type 4; desen:nakışlı / işlemeli,0.9145
2109,TERM_cce1f37b,ITEM_10cec6facf1e,levidor kadın çanta,kadın el çanta,levidor,aksesuar/çanta/el çantası,kadın,yetişkin,materyal:deri; renk:siyah; yıkama talimatı:type 4; desen:düz,0.9145
2110,TERM_869184ef,ITEM_c0193d035ddc,adidas futbol forması,ent22 jsy erkek futbol forması he1574 gri,adidas,giyim/spor giyim/spor t-shirt,erkek,yetişkin,kalıp:slim; renk:gri; yaka tipi:v yaka; materyal:kumaş,0.8337
2111,TERM_869184ef,ITEM_30dac13c286b,adidas futbol forması,tiro24 jsy erkek futbol forması ij7676 siyah,adidas,giyim/spor giyim/spor t-shirt,erkek,yetişkin,koleksiyon:sportswear; desen:renkli; ek özellik:esnek; kalıp:regular,0.8311
2112,TERM_869184ef,ITEM_2f8f20a43b12,adidas futbol forması,m sereno 3s t erkek futbol forması h28925 siyah,adidas,giyim/spor giyim/forma,erkek,yetişkin,"kullanım alanı:futbol; renk:siyah; spor branşı:futbol; materyal bileşeni:% ""-""",0.831
2113,TERM_869184ef,ITEM_2c9f48098830,adidas futbol forması,tiro 23 jsy erkek futbol forması hr4607 siyah,adidas,giyim/spor giyim/forma,erkek,yetişkin,"renk:siyah; spor branşı:futbol; materyal bileşeni:% ""-""; kumaş tipi:belirtilmemiş",0.8208
2114,TERM_869184ef,ITEM_b165b2f3426f,adidas futbol forması,ent22 jsy erkek futbol forması kb7993 lacivert,adidas,giyim/spor giyim/forma,erkek,yetişkin,kullanım alanı:futbol; renk:lacivert; spor branşı:futbol; kumaş tipi:dokuma,0.8085
2115,TERM_042e545b,ITEM_29660005fdd1,kızlar çetesi,kimsesiz kız,fark yayınları,kitap/roman ve edebiyat/roman,unknown,çocuk,yazar:hector malot; roman türü:klasikler; basım yılı:2023; setli/tekil:tekil ürün,0.7559
2116,TERM_042e545b,ITEM_6143a313ed79,kızlar çetesi,üçüncü kız,altın kitaplar,kitap/roman ve edebiyat/edebiyat/dünya edebiyatı,unknown,unknown,boyut:normal boy; yazar:agatha christie; basım yılı:2020 ve öncesi; sayfa sayısı:401-450 yaprak,0.7331
2117,TERM_042e545b,ITEM_a571ad7688ca,kızlar çetesi,süslü kızlar,bilgi yayınevi,kitap/çocuk ve ebeveyn kitapları/çocuk masal ve öykü kitabı,unknown,unknown,boyut:normal boy; basım dili:türkçe; yazar:muzaffer izgü; yaş:3 - 6 yaş,0.6626
