pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
7700,TERM_487276d4,ITEM_58943efc4d49,telefon tutucu mıknatıs,araç içi mıknatıslı telefon tutucu için metal plaka seti -güçlü manyetik 3m mıknatıs demiri [4adet],uside,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:mıknatıslı; renk:gri; garanti süresi:belirtilmemiş; türü:havalandırma,0.8098
7701,TERM_487276d4,ITEM_d651f3bd4be4,telefon tutucu mıknatıs,uyumlu manyetik araç içi telefon tutucu 1059504,mena rise,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/monitör aksesuarı,unknown,unknown,menşei:um,0.7752
7702,TERM_487276d4,ITEM_6d9ddff3ed66,telefon tutucu mıknatıs,araba içi mıknatıslı telefon tutucu siyah ulefone armor 3wt uyumlu,pazariz,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:akrobat; renk:pembe; garanti süresi:belirtilmemiş; türü:havalandırma,0.7752
7703,TERM_487276d4,ITEM_028dd3040a96,telefon tutucu mıknatıs,5419m mıknatıslı telefon tutucu manyetik,piranha,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:mıknatıslı; renk:siyah; garanti süresi:2 yıl; türü:havalandırma,0.7717
7704,TERM_374e6857,ITEM_86b5b3dabee8,basınç düşürücü,su arıtma cihazlarına uyumlu alçak basınç switch,sumarkt,banyo yapı & hırdavat/banyo yapı malzemeleri/su arıtma/su arıtma cihazı aksesuarı,unknown,unknown,ürün çeşidi:filtre dirsek; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.7487
7705,TERM_374e6857,ITEM_5380aced7fe4,basınç düşürücü,ps510-100-03-li2upn8-h1141 basınç sensörü – bağıl basınç: 0…100 bar,turck,banyo yapı & hırdavat/elektrik tesisat malzemesi/haberleşme kablosu,unknown,unknown,menşei:de,0.6575
7706,TERM_374e6857,ITEM_31fea7639a34,basınç düşürücü,"basınç düşürücü valf 3/4"" volanlı iç vida x rakorlu 602111110",eca,banyo yapı & hırdavat/banyo yapı malzemeleri/banyo tesisatı,unknown,unknown,tip:tesisat malzemeleri; diğer özellikler:volanlı ve rakorlu; menşei:tr; ürün güvenliği bilgisi:tehlikeli değil,0.6459
7707,TERM_374e6857,ITEM_897bb7273c79,basınç düşürücü,060g3041 mbs 33 0-10 bar 4..20ma basınç transmitteri,danfoss,otomobil & motosiklet/oto ses görüntü sistemleri/fm transmitter cihazı,unknown,unknown,menşei:cn; tamir edilebilirlik:tamir edilmez.,0.6081
7708,TERM_374e6857,ITEM_233f2afc1760,basınç düşürücü,100 adet basınç ayarlı hat üstü damlatıcı kırmızı: 4lt./h,bahçe,bahçe & elektrikli el aletleri/bahçe/bahçe makineleri/sisleme ilaçlama makinesi,unknown,unknown,bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.6068
7709,TERM_ae41bca6,ITEM_0bfd2a237a66,bluetooth ses bombası,premium serisi hd sound parti hoparlörü bluetooth ses bombası kablosuz radyolu kts 1096 hoparlör,noriyen,elektronik/hoparlör & projeksiyon sistemleri/hoparlörler/bluetooth hoparlör,unknown,unknown,garanti tipi:ithalatçı garantili; suya/tere dayanıklılık:var; renk:siyah; çoklu bağlantı:var,0.8443
