pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
3500,TERM_e71fe17c,ITEM_37a3a9935bdd,riccon çizme,siyah cilt kadın çizme 0012360,riccon,ayakkabı/bot & çizme/çizme,kadın,yetişkin,astar materyali:suni deri; desen:düz; materyal:suni deri; topuk boyu:kısa topuklu (1- 4 cm),0.8802
3501,TERM_e71fe17c,ITEM_e16b4de51ee8,riccon çizme,siyah cilt kadın çizme 0012816s,riccon,ayakkabı/bot & çizme/çizme,kadın,yetişkin,astar materyali:suni deri; desen:düz; materyal:suni deri; topuk boyu:orta topuklu (5-9 cm),0.8787
3502,TERM_e71fe17c,ITEM_4c5bbf0867e7,riccon çizme,siyah cilt kadın çizme 0012815y,riccon,ayakkabı/bot & çizme/çizme,kadın,yetişkin,astar materyali:suni deri; desen:düz; materyal:suni deri; topuk boyu:orta topuklu (5-9 cm),0.871
3503,TERM_e71fe17c,ITEM_18a3aaf9341c,riccon çizme,tintneth kadın çizme 00121903 siyah,riccon,ayakkabı/bot & çizme/çizme,kadın,yetişkin,desen:düz; astar materyali:suni deri; materyal:suni deri; topuk boyu:kısa topuklu (1- 4 cm),0.871
3504,TERM_e71fe17c,ITEM_d6989277aca6,riccon çizme,mat siyah kadın çizme 0012360,riccon,ayakkabı/bot & çizme/çizme,kadın,yetişkin,desen:düz; astar materyali:suni deri; materyal:suni deri; topuk boyu:kısa topuklu (1- 4 cm),0.8685
3505,TERM_1be3af46,ITEM_0946c7e40749,koyun kırkma makinası,rtm923 koyun kırkma makinası 500 w,rtrmax,bahçe & elektrikli el aletleri/bahçe/bahçe makineleri/hayvancılık makineleri,unknown,unknown,tip:koyun kırkma ürünleri; menşei:cn; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.; özellik:yağ,0.9004
3506,TERM_1be3af46,ITEM_2dd73e13edac,koyun kırkma makinası,koyun kirkma makinasi yedek biçak,sgs,bahçe & elektrikli el aletleri/elektrikli el aletleri/seramik kesme makinesi,unknown,unknown,bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.8291
3507,TERM_1be3af46,ITEM_76fddc15cf4e,koyun kırkma makinası,alman 9000 w çift kartlı motor korumalı metal şanzıman koyun keçi kırkım makinesi compact hız ayarlı,müller,bahçe & elektrikli el aletleri/bahçe/bahçe makineleri/hayvancılık makineleri,unknown,unknown,tip:koyun kırkma ürünleri; menşei:de; özellik:uzun,0.8
3508,TERM_1be3af46,ITEM_5136315abde9,koyun kırkma makinası,saphir iki akülü evcil hayvan kırkma makinesi - pembe,heiniger,bahçe & elektrikli el aletleri/bahçe/bahçe makineleri/hayvancılık makineleri,unknown,unknown,tip:hayvan medikal ürünleri; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.; özellik:şarjlı,0.7883
3509,TERM_1be3af46,ITEM_d028dbd34390,koyun kırkma makinası,saphir cord elektrikli evcil hayvan kırkma makinası 35 watt,heiniger,bahçe & elektrikli el aletleri/bahçe/bahçe makineleri/hayvancılık makineleri,unknown,unknown,tip:tüy yolma makinaları; menşei:ch; bakım talimatları (genel):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.7803
3510,TERM_18bb15bb,ITEM_95ebfef0500a,ikea masa,"çalışma masası, siyah-koyu gri, 160x80 cm",ikea,ev & mobilya/mobilya/çalışma odası/çalışma masası,unknown,unknown,materyal:mdf; renk:siyah; yükseklik:79 cm; genişlik:80 cm,0.8529
3511,TERM_18bb15bb,ITEM_3e422e04ab67,ikea masa,"çalışma masası, siyah-koyu gri, 120x70 cm",ikea,ev & mobilya/mobilya/çalışma odası/çalışma masası,unknown,unknown,materyal:mdf; renk:siyah; yükseklik:79 cm; genişlik:120 cm,0.852
3512,TERM_18bb15bb,ITEM_b2f69bd553a2,ikea masa,"çalışma masası, koyu gri-beyaz, 100x45 cm",ikea,ev & mobilya/mobilya/çalışma odası/çalışma masası,unknown,unknown,materyal:mdf; renk:siyah; yükseklik:93 cm; genişlik:100 cm,0.8518
3513,TERM_18bb15bb,ITEM_22a6e8b8b31f,ikea masa,"idanäs çalışma masası, beyaz, 152x70 cm",ikea,ev & mobilya/mobilya/çalışma odası/çalışma masası,unknown,unknown,materyal:mdf; renk:beyaz; yükseklik:75 cm; genişlik:150 cm,0.8481
3514,TERM_18bb15bb,ITEM_1ed0b07ad19d,ikea masa,"mutfak masası, beyaz, 118x74 cm, 4 kişilik",ikea,ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak masası,unknown,unknown,materyal:suntalam; şekil:dikdörtgen; fonksiyon:sabit; renk:beyaz,0.8468
3515,TERM_5a5ce585,ITEM_43ba69628a9f,sleepy 6,bebek bezi 6 numara xlarge 72 adet,baby turco,süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek bezi ve islak mendil/bebek bezi,unknown,unknown,paket içi bez adedi:92; bez bedeni:6; tip:bantlı bebek bezi; menşei:tr,0.6891
3516,TERM_5a5ce585,ITEM_6a76086c0c5f,sleepy 6,natural 6 numara xlarge 46'lı bebek bezi,sleepy,süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek bezi ve islak mendil/bebek bezi,unknown,unknown,paket içi bez adedi:46; bez bedeni:6; tip:bantlı bebek bezi; menşei:tr,0.6724
3517,TERM_5a5ce585,ITEM_d01225a8e2ff,sleepy 6,natural mega paket bebek bezi 6 numara xlarge 88 adet,sleepy,süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek bezi ve islak mendil/bebek bezi,unknown,unknown,paket içi bez adedi:152; bez bedeni:6; tip:bantlı bebek bezi; menşei:tr,0.6503
3518,TERM_5a5ce585,ITEM_eb6d9bdfa278,sleepy 6,natural bebek bezi mega avantaj paketi 6 numara 15-25 kg 160 adet,sleepy,süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek bezi ve islak mendil/bebek bezi,unknown,unknown,paket içi bez adedi:128; bez bedeni:6; tip:bantlı bebek bezi; menşei:tr,0.6392
3519,TERM_5a5ce585,ITEM_42e0c269ee8b,sleepy 6,natural süper paket bebek bezi 6 numara xlarge 64 adet,sleepy,süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek bezi ve islak mendil/bebek bezi,unknown,unknown,paket içi bez adedi:64; bez bedeni:6; tip:bantlı bebek bezi; menşei:tr,0.6285
3520,TERM_e0522268,ITEM_0a444fcfccca,samsung telefon ekranı,a05 sm-a055 lcd dokunmatik ekran,samsung,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/cep telefonu yedek parçaları/telefon ekranı,unknown,unknown,garanti tipi:ithalatçı garantili; tip:lcd; garanti süresi:belirtilmemiş; uyumlu marka:samsung uyumlu,0.83
3521,TERM_e0522268,ITEM_f325b4fc5078,samsung telefon ekranı,a22 5g sm-a226 lcd dokunmatik ekran,samsung,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/cep telefonu yedek parçaları/telefon ekranı,unknown,unknown,garanti tipi:ithalatçı garantili; tip:lcd; garanti süresi:belirtilmemiş; uyumlu marka:samsung uyumlu,0.8177
3522,TERM_e0522268,ITEM_8fcc801f165d,samsung telefon ekranı,a04e sm-a042f lcd dokunmatik ekran,samsung,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/cep telefonu yedek parçaları/telefon ekranı,unknown,unknown,garanti tipi:ithalatçı garantili; tip:lcd; garanti süresi:belirtilmemiş; uyumlu marka:samsung uyumlu,0.8093
3523,TERM_e0522268,ITEM_af76579792cc,samsung telefon ekranı,a21 sm-a215f (birinci sınıf ürün) lcd dokunmatik ekran,samsung,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/cep telefonu yedek parçaları/telefon ekranı,unknown,unknown,garanti tipi:ithalatçı garantili; tip:lcd; garanti süresi:belirtilmemiş; uyumlu marka:samsung uyumlu,0.8016
3524,TERM_e0522268,ITEM_e77c08c86137,samsung telefon ekranı,a23 sm-a235 servis lcd dokunmatik ekran (siyah),samsung,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/cep telefonu yedek parçaları/telefon ekranı,unknown,unknown,garanti tipi:ithalatçı garantili; tip:lcd; garanti süresi:6 ay; uyumlu marka:samsung uyumlu,0.7891
3525,TERM_5df85f2d,ITEM_86ed03cba177,aldo kadın çanta,sloana - siyah kadın omuz ve el çantası,aldo,aksesuar/çanta/omuz çantası,kadın,yetişkin,materyal:suni deri; deri kalitesi:imitasyon deri; renk:siyah; materyal bileşeni:100% suni deri,0.8672
3526,TERM_5df85f2d,ITEM_2b7df88bce81,aldo kadın çanta,kadın camel omuz ve el çantası,aldo,aksesuar/çanta/omuz çantası,kadın,yetişkin,materyal:suni deri; deri kalitesi:imitasyon deri; renk:kahverengi; ortam:casual/günlük,0.8472
3527,TERM_5df85f2d,ITEM_0e7eb1acfdb3,aldo kadın çanta,tenterden - siyah kadın omuz ve el çantası,aldo,aksesuar/çanta/omuz çantası,kadın,yetişkin,materyal:suni deri; deri kalitesi:imitasyon deri; renk:siyah; ortam:casual/günlük,0.8396
3528,TERM_5df85f2d,ITEM_5bf1c3778401,aldo kadın çanta,clementınne - kadın suni deri siyah ayakkabı,aldo,ayakkabı/günlük ayakkabı/babet,kadın,yetişkin,materyal:suni deri; renk:siyah; saya materyali:suni deri; topuk boyu:kısa topuklu (1- 4 cm),0.8352
3529,TERM_5df85f2d,ITEM_e41eab4b0ffc,aldo kadın çanta,kadın beyaz sneaker,aldo,ayakkabı/spor ayakkabı/sneaker,kadın,yetişkin,taban tipi:düz taban; dış materyal:suni deri; bağlama şekli:bağcıklı; renk:beyaz,0.8247
3530,TERM_7f80cb51,ITEM_6bf6b1eca4b8,serve deep,deep 0.7 uçlu kalem,serve,kırtasiye & ofis malzemeleri/kalem/uçlu kalem,unknown,unknown,renk:siyah; menşei:tr; color detail:siyah,0.9422
3531,TERM_7f80cb51,ITEM_dbba61f78bfb,serve deep,deep 07mm mekanik uçlu kalem,serve,kırtasiye & ofis malzemeleri/kalem/versatil kalem,unknown,unknown,renk:metalik; color detail:metalik rose,0.9153
