pair_id,verdict,reason
3850,1,hawk sunglasses brand match
3851,1,hawk sunglasses brand match
3852,1,hawk sunglasses brand match
3853,0,mousepad wrong brand/category not hawk sunglasses
3854,0,mousepad wrong brand/category not hawk sunglasses
3855,1,airfryer matches query
3856,1,airfryer matches query
3857,1,airfryer matches query
3858,1,airfryer matches query
3859,1,airfryer matches query
3860,1,my little pony toy figure set
3861,1,plush pony toy
3862,0,pony comic book not a toy
3863,1,my little pony toy set
3864,0,pony bag not a toy
3865,1,boot matches bod/bot query
3866,1,boot matches bod/bot query
3867,1,boot matches bod/bot query
3868,1,boot matches bod/bot query
3869,1,boot matches bod/bot query
3870,0,generic query ürün no specific match
3871,0,generic query ürün no specific match
3872,0,generic query ürün no specific match
3873,0,generic query ürün no specific match
3874,0,generic query ürün no specific match
3875,1,bauer brand fishing reel
3876,1,bauer brand fishing reel
3877,1,bauer brand fishing reel
3878,1,bauer branded fishing reel
3879,1,bauer brand fishing rod
3880,0,self-help book not literally myself product
3881,0,pun mug not myself product
3882,0,self-help book set not myself product
3883,0,self control tshirt not myself match
3884,0,phone case unrelated to myself query
3885,1,model toy car matches arabalar
3886,1,model toy car matches arabalar
3887,1,model toy car matches arabalar
3888,1,model toy car matches arabalar
3889,1,model toy car matches arabalar
3890,1,dresuar exact match
3891,0,shoe rack not dresuar category
3892,1,dresuar exact match
3893,1,dresuar exact match
3894,1,dresuar exact match
3895,1,motivasyon sticker matches motive query
3896,1,motivasyon sticker matches motive query
3897,1,motivasyon pano matches motive query
3898,0,album poster wrong category for motive query
3899,1,motto sticker matches motive query
3900,1,cooking pot matches pişirme
3901,1,cooking appliance matches pişirme
3902,1,cooking utensil matches pişirme
3903,1,frying pot matches pişirme
3904,1,roasting pan matches pişirme
3905,1,hydraulic oil matches hidrolik
3906,1,hydraulic jack matches hidrolik
3907,1,hydraulic selector arm matches hidrolik
3908,1,hydraulic door closer matches hidrolik
3909,1,hydraulic brake set matches hidrolik
3910,1,stanley thermos matches stanlet
3911,1,stanley thermos matches stanlet
3912,1,stanley thermos matches stanlet
3913,1,stanley thermos matches stanlet
3914,1,stanley thermos matches stanlet
3915,1,bijon lug nut set exact match
3916,0,lug nut wrench not bijon itself
3917,0,lug nut wrench not bijon itself
3918,1,bijon lug nut product
3919,0,wheel stud not bijon nut
3920,1,boboli brand sock exact match
3921,0,different brand bumbo not boboli
3922,0,different brand bubbles not boboli
3923,1,boboli brand cardigan exact match
3924,0,different brand bogibaby not boboli
3925,1,lemon squeezer matches limonluk
3926,1,lemon squeezer matches limonluk
3927,1,lemon squeezer matches limonluk
3928,1,lemon squeezer matches limonluk
3929,1,lemon squeezer matches limonluk
3930,1,amazfit brand smart band
3931,1,amazfit brand smartwatch
3932,1,amazfit brand smartwatch
3933,1,amazfit compatible strap accessory
3934,1,amazfit brand smartwatch
3935,1,yöresel kaftan dress matches fistan
3936,1,fisto dress matches fistan
3937,1,yöresel kaftan dress matches fistan
3938,1,yöresel kaftan dress matches fistan
3939,1,yöresel kaftan dress matches fistan
3940,1,notebook matches defterler
3941,1,notebook matches defterler
3942,1,notebook matches defterler
3943,1,notebook matches defterler
3944,1,notebook matches defterler
3945,1,denim jeans matches newjeans query
3946,1,denim jeans matches newjeans query
3947,1,denim style pants matches newjeans query
3948,1,denim jeans matches newjeans query
3949,1,denim jeans matches newjeans query
3950,1,meybon candy matches mey query
3951,1,meybon candy matches mey query
3952,0,different brand candy not meybon
3953,0,dried fruit not meybon candy
3954,0,different candy type not meybon
3955,1,boss brand sneaker matches bouis
3956,0,different brand boa not boss
3957,1,boss brand sneaker matches bouis
3958,1,boss brand sneaker matches bouis
3959,0,different brand not boss
3960,1,decorative cactus matches kaktüs
3961,1,cactus planter pot matches kaktüs
3962,1,cactus planter pot matches kaktüs
3963,1,live cactus plant matches kaktüs
3964,1,mini cactus decor matches kaktüs
3965,0,wrong model code n101 vs z101
3966,0,wrong model code j101 vs z101
3967,0,wrong model code v101 vs z101
3968,1,exact model z101 match
3969,0,wrong model code n101 vs z101
3970,0,mislabeled category string not tesettür match
3971,0,plain dress not tesettür specific match
3972,1,tesettür takım matches tesa
3973,1,tesettür pantolon matches tesa
3974,1,tesettür takım matches tesa
3975,0,foundation makeup unrelated to hig/hiccup brand
3976,1,hiccup brand pants matches hig
3977,1,hiccup brand jeans matches hig
3978,1,hiccup brand jeans matches hig
3979,1,hiccup brand jeans matches hig
3980,1,nurgaz brand mangal exact match
3981,1,nurgaz brand grill set exact match
3982,1,nurgaz product line match
3983,1,nurgaz brand stove exact match
3984,1,nurgaz brand stove exact match
3985,1,kerastase genesis line exact match
3986,1,kerastase genesis line exact match
3987,1,kerastase genesis line exact match
3988,1,bioxcin genesis product name match
3989,1,kerastase genesis line exact match
3990,1,cerave brand matches careve
3991,1,cerave brand matches careve
3992,1,cerave brand matches careve
3993,1,cerave brand matches careve
3994,1,cerave brand matches careve
3995,1,dubai chocolate matches düfa
3996,1,dubai chocolate matches düfa
3997,1,dubai chocolate matches düfa
3998,1,dubai chocolate matches düfa
