pair_id,verdict,reason
7350,1,hamile alt-üst takım kadın match
7351,1,hamile lohusa takım match
7352,1,hamile lohusa alt üst takım match
7353,1,küçük plastik kutu matches query
7354,1,küçük karton kutu matches
7355,1,küçük karton kutu matches
7356,1,küçük hediye kutusu matches
7357,1,küçük hediyelik kutu matches
7358,1,penti termal pijama takımı match
7359,1,penti termal pijama takımı kız çocuk match
7360,0,sweatshirt not pijama takımı
7361,0,no termal mentioned
7362,0,pijama üstü only not takım; no termal
7363,1,koşu antrenman ayakkabısı match
7364,1,erkek koşu antreman ayakkabısı match
7365,1,koşu antrenman ayakkabısı match
7366,1,koşu antreman ayakkabısı match
7367,1,koşu antreman ayakkabısı match
7368,1,adidas gazelle kadın match
7369,0,gazelle çocuk unisex not kadın
7370,1,adidas gazelle kadın match
7371,0,gazelle erkek not kadın
7372,1,adidas gazelle kadın match
7373,1,chelsea kadın bot match
7374,1,chelsea kadın bot match
7375,0,chelsea bot erkek not kadın
7376,1,chelsea kadın bot match
7377,1,chelsea kadın bot match
7378,1,erkek siyah kazak match
7379,1,erkek siyah kazak match
7380,1,erkek siyah kazak match
7381,1,erkek siyah kazak match
7382,1,erkek siyah kazak match
7383,0,askılı nişanlık not tesettür style
7384,1,tesettür nişan elbisesi match
7385,1,tesettür abiye nişanlık match
7386,1,tesettür abiye nişanlık match
7387,1,tesettür nişanlık abiye match
7388,1,gülşah evecen elbise match
7389,1,gülşah evecen elbise match
7390,1,gülşah evecen elbise match
7391,0,tulum not elbise
7392,0,sweat not elbise
7393,1,kız çocuk yöresel elbise match
7394,0,takım not elbise
7395,0,kostüm unisex not elbise
7396,0,kadın yetişkin not çocuk
7397,0,kadın yetişkin not çocuk
7398,1,erkek bebek bayramlık takım match
7399,1,erkek bebek bayramlık takım match
7400,1,erkek bebek bayramlık takım match
7401,1,erkek bebek bayramlık takım match
7402,1,erkek bebek bayramlık takım match
7403,1,civil baby elbise match
7404,1,civil baby line elbise match
7405,0,brand civil girls not civil baby
7406,1,civil baby elbise match
7407,1,civil baby elbise match
7408,1,erkek oversize pantolon match
7409,1,erkek oversize baggy match
7410,1,erkek baggy oversize pantolon match
7411,1,erkek oversize baggy pantolon match
7412,1,erkek oversize baggy pantolon match
7413,0,brand jerf not los ojos
7414,0,brand arma life not los ojos
7415,0,brand puma not los ojos
7416,0,brand jerf not los ojos
7417,0,brand decathlon not los ojos
7418,1,mercury krampon title match
7419,1,mercury krampon title match
7420,1,super mercury krampon title match
7421,1,super mercury krampon title match
7422,1,mercury krampon title match
