pair_id,verdict,reason
8750,1,llm_distill p=0.992 bert=0.996
8751,1,llm_distill p=0.997 bert=0.996
8752,1,llm_distill p=0.989 bert=0.996
8753,1,llm_distill p=0.995 bert=0.994
8754,1,llm_distill p=0.996 bert=0.995
8755,1,llm_distill p=0.996 bert=0.992
8756,1,llm_distill p=0.994 bert=0.992
8757,1,llm_distill p=0.993 bert=0.995
8758,1,llm_distill p=0.344 bert=0.173
8759,1,llm_distill p=0.312 bert=0.079
8760,1,llm_distill p=0.544 bert=0.981
8761,0,llm_distill p=0.042 bert=0.004
8762,0,llm_distill p=0.150 bert=0.005
8763,1,llm_distill p=0.994 bert=0.947
8764,1,llm_distill p=0.979 bert=0.073
8765,1,llm_distill p=0.967 bert=0.906
8766,1,llm_distill p=0.556 bert=0.049
8767,1,llm_distill p=0.992 bert=0.993
8768,1,llm_distill p=0.981 bert=0.975
8769,1,llm_distill p=0.972 bert=0.894
8770,1,llm_distill p=0.925 bert=0.926
8771,1,llm_distill p=0.981 bert=0.945
8772,1,llm_distill p=0.990 bert=0.952
8773,1,llm_distill p=0.971 bert=0.996
8774,1,llm_distill p=0.917 bert=0.996
8775,0,llm_distill p=0.061 bert=0.012
8776,0,llm_distill p=0.056 bert=0.000
8777,1,llm_distill p=0.899 bert=0.996
8778,0,llm_distill p=0.022 bert=0.000
8779,0,llm_distill p=0.015 bert=0.000
8780,0,llm_distill p=0.015 bert=0.001
8781,0,llm_distill p=0.013 bert=0.000
8782,0,llm_distill p=0.032 bert=0.005
8783,1,llm_distill p=0.991 bert=0.996
8784,1,llm_distill p=0.986 bert=0.996
8785,1,llm_distill p=0.991 bert=0.996
8786,1,llm_distill p=0.656 bert=0.098
8787,1,llm_distill p=0.974 bert=0.995
8788,1,llm_distill p=0.989 bert=0.996
8789,1,llm_distill p=0.990 bert=0.992
8790,1,llm_distill p=0.982 bert=0.992
8791,1,llm_distill p=0.982 bert=0.992
8792,1,llm_distill p=0.964 bert=0.990
8793,1,llm_distill p=0.946 bert=0.995
8794,1,llm_distill p=0.984 bert=0.996
8795,0,llm_distill p=0.051 bert=0.000
8796,1,llm_distill p=0.607 bert=0.995
8797,0,llm_distill p=0.045 bert=0.001
8798,1,llm_distill p=0.997 bert=0.996
8799,1,llm_distill p=0.996 bert=0.996
8800,1,llm_distill p=0.992 bert=0.996
8801,1,llm_distill p=0.997 bert=0.995
