pair_id,verdict,reason
1750,1,spray bottle matches fısfıs
1751,1,spray bottle matches fısfıs
1752,1,spray bottle matches fısfıs
1753,1,spray bottle matches fısfıs
1754,1,spray bottle matches fısfıs
1755,1,brand puklife match
1756,1,brand puklife match
1757,1,brand puklife match
1758,1,brand puklife match
1759,1,brand puklife match
1760,1,exact grintuss product
1761,0,succulent plant unrelated
1762,0,dog toy unrelated
1763,0,plush toy unrelated
1764,0,model airplane unrelated
1765,1,neck band product
1766,1,neck warmer matches
1767,1,neck shoulder pillow matches
1768,1,travel neck pillow matches
1769,1,neck shoulder heating pad
1770,1,wall sconce matches aplik
1771,1,wall sconce matches aplik
1772,1,wall sconce matches aplik
1773,1,wall sconce matches aplik
1774,1,wall sconce matches aplik
1775,1,brand desigual match
1776,1,brand desigual match
1777,1,brand desigual match
1778,1,brand desigual match
1779,1,brand desigual match
1780,1,brand beaulis matches query
1781,1,brand beaulis matches query
1782,1,brand beaulis matches query
1783,1,brand beaulis matches query
1784,1,brand beaulis matches query
1785,1,valentine romantic themed sweatshirt
1786,0,band shirt not romantic themed
1787,0,band name not romantic style
1788,0,band name not romantic style
1789,0,vintage rose print not clearly romantic
1790,1,fabric softener matches yumuş
1791,1,fabric softener matches yumuş
1792,1,fabric softener matches yumuş
1793,1,fabric softener matches yumuş
1794,1,fabric softener matches yumuş
1795,1,carpet matches halı
1796,1,rug matches halı
1797,1,carpet matches halı
1798,1,rug matches halı
1799,1,rug matches halı
1800,1,welcome door ornament
1801,1,welcome door ornament
1802,1,welcome door ornament
1803,1,welcome door ornament
1804,1,welcome door ornament
1805,1,title contains lavin
1806,1,title contains lavin
1807,1,brand lavin giyim
1808,1,title contains lavin
1809,1,title contains lavin
1810,1,sauce matches soslar
1811,1,sauce matches soslar
1812,1,sauce matches soslar
1813,1,sauce matches soslar
1814,1,sauce matches soslar
1815,1,brand ervalina match
1816,1,brand ervalina match
1817,1,brand ervalina match
1818,1,brand ervalina match
1819,1,brand ervalina match
1820,1,teacher gift item
1821,1,teacher gift item
1822,1,teacher gift item
1823,1,teacher gift item
1824,1,teacher gift item
1825,1,pressure cooker matches
1826,1,pressure cooker matches
1827,1,pressure cooker matches
1828,1,pressure cooker matches
1829,1,pressure cooker matches
1830,1,brand goodal match
1831,1,brand goodal match
1832,1,brand goodal match
1833,1,brand goodal match
1834,1,brand goodal match
1835,1,spice set matches
1836,1,spice set matches
1837,1,spice rack matches
1838,1,spice set matches
1839,1,spice set matches
1840,1,punch needle kit
1841,1,punch needle hoop kit
1842,1,punch needle kit
1843,1,punch needle kit
1844,1,punch needle kit
1845,1,astrology book
1846,1,astrology book
1847,1,astrology book
1848,1,astrology book
1849,1,astrology book
1850,1,shade 03 product
1851,1,shade 03 product
1852,1,shade 03 product
1853,1,shade 03 product
1854,1,shade 03 product
1855,1,keyboard matches klavye
1856,1,keyboard matches klavye
1857,1,keyboard matches klavye
1858,1,keyboard matches klavye
1859,1,keyboard mouse set matches
1860,1,yazma headscarf match
1861,1,yazma headscarf match
1862,1,yazma headscarf match
1863,1,yazma headscarf match
1864,1,yazma headscarf match
1865,1,room fragrance matches koku
1866,1,room fragrance matches koku
1867,1,room fragrance matches koku
1868,1,room fragrance matches koku
1869,1,room fragrance matches koku
1870,1,fantom vacuum cleaner
1871,1,brand fantom vacuum
1872,1,brand fantom vacuum
1873,1,brand fantom vacuum
1874,1,brand fantom vacuum
1875,1,resistor spec matches direnç
1876,1,resistor spec matches direnç
1877,1,resistance band matches direnç
1878,1,resistance band matches direnç
1879,1,resistance band matches direnç
1880,1,prayer beads match
1881,1,prayer beads match
1882,1,prayer beads match
1883,1,prayer beads match
1884,1,prayer beads match
1885,1,taso collectible caps
1886,1,taso collectible caps
1887,1,taso collectible caps
1888,1,taso themed brawl stars
1889,0,folder not taso itself
1890,1,ukulele instrument match
1891,1,ukulele instrument match
1892,1,ukulele instrument match
1893,1,ukulele instrument match
1894,1,ukulele instrument match
1895,0,thor hammer not torriden brand
