pair_id,verdict,reason
4550,1,llm_distill p=0.864 bert=0.991
4551,1,llm_distill p=0.784 bert=0.980
4552,1,llm_distill p=0.931 bert=0.994
4553,1,llm_distill p=0.929 bert=0.994
4554,1,llm_distill p=0.840 bert=0.995
4555,1,llm_distill p=0.998 bert=0.996
4556,1,llm_distill p=0.997 bert=0.995
4557,1,llm_distill p=0.994 bert=0.995
4558,1,llm_distill p=0.986 bert=0.994
4559,1,llm_distill p=0.990 bert=0.995
4560,0,llm_distill p=0.052 bert=0.909
4561,0,llm_distill p=0.028 bert=0.000
4562,1,llm_distill p=0.705 bert=0.995
4563,1,llm_distill p=0.543 bert=0.996
4564,0,llm_distill p=0.097 bert=0.006
4565,1,llm_distill p=0.949 bert=0.986
4566,0,llm_distill p=0.010 bert=0.000
4567,0,llm_distill p=0.034 bert=0.000
4568,0,llm_distill p=0.009 bert=0.000
4569,0,llm_distill p=0.164 bert=0.000
4570,1,llm_distill p=0.988 bert=0.996
4571,1,llm_distill p=0.986 bert=0.996
4572,1,llm_distill p=0.979 bert=0.996
4573,1,llm_distill p=0.943 bert=0.995
4574,1,llm_distill p=0.938 bert=0.997
4575,1,llm_distill p=0.354 bert=0.984
4576,1,llm_distill p=0.274 bert=0.701
4577,0,llm_distill p=0.098 bert=0.769
4578,0,llm_distill p=0.021 bert=0.001
4579,0,llm_distill p=0.061 bert=0.948
4580,1,llm_distill p=0.824 bert=0.991
4581,1,llm_distill p=0.755 bert=0.986
4582,1,llm_distill p=0.495 bert=0.920
4583,1,llm_distill p=0.818 bert=0.994
4584,1,llm_distill p=0.799 bert=0.995
4585,1,llm_distill p=0.500 bert=0.989
4586,0,llm_distill p=0.005 bert=0.000
4587,0,llm_distill p=0.052 bert=0.000
4588,0,llm_distill p=0.032 bert=0.010
4589,0,llm_distill p=0.010 bert=0.000
4590,1,llm_distill p=0.978 bert=0.996
4591,1,llm_distill p=0.847 bert=0.994
4592,1,llm_distill p=0.636 bert=0.994
4593,1,llm_distill p=0.835 bert=0.992
4594,1,llm_distill p=0.857 bert=0.992
4595,1,llm_distill p=0.999 bert=0.995
4596,1,llm_distill p=0.999 bert=0.995
4597,1,llm_distill p=0.999 bert=0.995
4598,1,llm_distill p=0.603 bert=0.013
4599,0,llm_distill p=0.137 bert=0.000
4600,1,llm_distill p=0.549 bert=0.001
4601,1,llm_distill p=0.392 bert=0.001
4602,1,llm_distill p=0.432 bert=0.001
4603,1,llm_distill p=0.386 bert=0.001
4604,0,llm_distill p=0.209 bert=0.000
4605,1,llm_distill p=0.944 bert=0.991
4606,1,llm_distill p=0.944 bert=0.991
4607,1,llm_distill p=0.926 bert=0.996
4608,1,llm_distill p=0.794 bert=0.986
4609,1,llm_distill p=0.794 bert=0.986
4610,1,llm_distill p=0.992 bert=0.996
4611,1,llm_distill p=0.994 bert=0.996
4612,1,llm_distill p=0.991 bert=0.996
4613,0,llm_distill p=0.017 bert=0.000
4614,0,llm_distill p=0.023 bert=0.000
4615,1,llm_distill p=0.913 bert=0.989
4616,1,llm_distill p=0.649 bert=0.954
4617,1,llm_distill p=0.889 bert=0.988
4618,1,llm_distill p=0.822 bert=0.989
4619,1,llm_distill p=0.800 bert=0.989
4620,1,llm_distill p=0.962 bert=0.995
4621,1,llm_distill p=0.991 bert=0.995
4622,1,llm_distill p=0.956 bert=0.995
4623,1,llm_distill p=0.977 bert=0.994
4624,1,llm_distill p=0.814 bert=0.994
4625,1,llm_distill p=0.893 bert=0.053
4626,1,llm_distill p=0.973 bert=0.978
4627,1,llm_distill p=0.931 bert=0.946
4628,1,llm_distill p=0.956 bert=0.770
4629,1,llm_distill p=0.932 bert=0.020
4630,1,llm_distill p=0.982 bert=0.996
4631,1,llm_distill p=0.963 bert=0.996
4632,1,llm_distill p=0.883 bert=0.996
4633,1,llm_distill p=0.919 bert=0.994
4634,1,llm_distill p=0.953 bert=0.995
4635,1,llm_distill p=0.998 bert=0.996
4636,1,llm_distill p=1.000 bert=0.996
4637,1,llm_distill p=0.998 bert=0.995
4638,1,llm_distill p=1.000 bert=0.995
4639,1,llm_distill p=0.999 bert=0.996
4640,0,llm_distill p=0.188 bert=0.000
4641,1,llm_distill p=0.994 bert=0.995
4642,0,llm_distill p=0.066 bert=0.000
4643,1,llm_distill p=0.992 bert=0.995
4644,0,llm_distill p=0.012 bert=0.000
4645,1,llm_distill p=0.997 bert=0.963
4646,1,llm_distill p=0.987 bert=0.045
4647,1,llm_distill p=0.991 bert=0.149
4648,1,llm_distill p=0.991 bert=0.028
4649,1,llm_distill p=1.000 bert=0.992
4650,1,llm_distill p=0.990 bert=0.993
4651,1,llm_distill p=0.995 bert=0.993
4652,1,llm_distill p=0.995 bert=0.992
4653,1,llm_distill p=0.866 bert=0.989
4654,1,llm_distill p=0.996 bert=0.996
4655,1,llm_distill p=0.823 bert=0.946
4656,1,llm_distill p=0.601 bert=0.830
4657,1,llm_distill p=0.671 bert=0.107
4658,1,llm_distill p=0.516 bert=0.051
4659,1,llm_distill p=0.776 bert=0.894
4660,0,llm_distill p=0.022 bert=0.000
4661,0,llm_distill p=0.034 bert=0.001
4662,1,llm_distill p=0.905 bert=0.988
4663,0,llm_distill p=0.072 bert=0.086
4664,0,llm_distill p=0.017 bert=0.000
4665,1,llm_distill p=0.904 bert=0.021
4666,1,llm_distill p=0.981 bert=0.962
4667,1,llm_distill p=0.959 bert=0.930
4668,1,llm_distill p=0.869 bert=0.971
4669,1,llm_distill p=0.925 bert=0.988
4670,1,llm_distill p=0.994 bert=0.995
4671,1,llm_distill p=0.977 bert=0.995
4672,1,llm_distill p=0.996 bert=0.995
4673,1,llm_distill p=0.829 bert=0.991
4674,0,llm_distill p=0.213 bert=0.000
4675,1,llm_distill p=0.821 bert=0.987
4676,1,llm_distill p=0.854 bert=0.995
4677,1,llm_distill p=0.889 bert=0.994
4678,1,llm_distill p=0.986 bert=0.996
4679,1,llm_distill p=0.980 bert=0.996
4680,1,llm_distill p=0.969 bert=0.996
4681,1,llm_distill p=0.983 bert=0.997
4682,1,llm_distill p=0.988 bert=0.996
4683,1,llm_distill p=0.999 bert=0.997
4684,1,llm_distill p=0.999 bert=0.996
4685,1,llm_distill p=1.000 bert=0.996
4686,1,llm_distill p=1.000 bert=0.996
4687,1,llm_distill p=0.993 bert=0.996
4688,0,llm_distill p=0.009 bert=0.000
4689,0,llm_distill p=0.070 bert=0.029
4690,0,llm_distill p=0.054 bert=0.000
4691,0,llm_distill p=0.022 bert=0.000
4692,0,llm_distill p=0.014 bert=0.000
4693,1,llm_distill p=0.878 bert=0.990
4694,1,llm_distill p=0.963 bert=0.992
4695,0,llm_distill p=0.038 bert=0.000
4696,1,llm_distill p=0.964 bert=0.992
4697,0,llm_distill p=0.013 bert=0.000
4698,1,llm_distill p=0.440 bert=0.977
4699,1,llm_distill p=0.415 bert=0.965
4700,1,llm_distill p=0.538 bert=0.977
4701,1,llm_distill p=0.948 bert=0.988
4702,1,llm_distill p=0.948 bert=0.988
4703,1,llm_distill p=0.976 bert=0.988
4704,1,llm_distill p=0.962 bert=0.989
4705,1,llm_distill p=0.997 bert=0.993
