pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
11200,TERM_16e06ae6,ITEM_d03b5928d954,pamuklu eşofman altı,kadın beli ve paçası lastikli üç iplik örme eşofman altı jogger,avones,giyim/alt giyim/eşofman/eşofman altı,kadın,yetişkin,kumaş özellik:soğuk havaya dayanıklı; kalıp:regular; paça tipi:lastikli paça; paça boyu:uzun,0.7449
11201,TERM_16e06ae6,ITEM_21174753c1e1,pamuklu eşofman altı,kadın basic 3 iplik şardonlu paçası lastikli kalın jogger eşofman altı,2d2b,giyim/alt giyim/eşofman/eşofman altı,kadın,çocuk,kalıp:jogger; paça boyu:uzun; materyal:pamuklu; renk:pembe,0.7429
11202,TERM_a9c22a1f,ITEM_9b304f138f4d,yves rocher tendre jasmin,tendre jasmin edp 50ml – uzun süre kalıcı ve ferah parfüm,yves rocher,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,kadın,yetişkin,tip:edp; koku türü:çiçeksi; menşei:fr; ürün güvenliği bilgisi:sınıf 3 alevlenir sıvılar,0.9204
11203,TERM_a9c22a1f,ITEM_a50eba55401c,yves rocher tendre jasmin,tendre jasmin edp- secret d'essence-kadın parfüm-vegan-50ml,yves rocher,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,kadın,yetişkin,tip:edp; koku türü:aromatik; menşei:fr; ürün güvenliği bilgisi:tehlikeli değil,0.836
11204,TERM_a9c22a1f,ITEM_bb675f0ecd35,yves rocher tendre jasmin,portakal çiçeği ferahlığı gülün tazeliği yaseminin kışkırtıcılığı comme une evidence edp parfüm 50ml,yves rocher,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,kadın,yetişkin,tip:edp; koku türü:aromatik; refill:hayır; hacim:50 ml,0.6566
11205,TERM_a9c22a1f,ITEM_51db0cae9059,yves rocher tendre jasmin,3081389 mon jasmin noir - my bloom jasmin 50ml kadın parfümü 8683529925416 private collection,similar,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,kadın,yetişkin,tip:edp; koku türü:çiçeksi; menşei:tr; refill:hayır,0.6068
11206,TERM_a9c22a1f,ITEM_e80225c61278,yves rocher tendre jasmin,jasmine tea 270 ml eau de cologne 80°,perfume atelier,kozmetik & kişisel bakım/parfüm ve deodorant/kolonya,unknown,unknown,hacim:270 ml; form:dökme,0.6021
11207,TERM_20193da0,ITEM_7d1778a2cfac,kalıcı makyaj,kalıcı makyaj boyası 680,mt derm,kozmetik & kişisel bakım/makyaj/göz makyajı/kaş boyası,unknown,unknown,renk:bej; menşei:de; color detail:brown680,0.732
11208,TERM_20193da0,ITEM_15adb4beda0b,kalıcı makyaj,kalıcı makyaj boyası/red318,mt derm,kozmetik & kişisel bakım/makyaj/göz makyajı/kaş boyası,unknown,unknown,renk:kırmızı; menşei:de; color detail:kırmızı,0.7187
11209,TERM_20193da0,ITEM_d83a3706f006,kalıcı makyaj,2ml kalıcı makyaj boyası (jet black) yüksek pigment profesyönel kalıcı makyaj dipliner boyası,face deep,kozmetik & kişisel bakım/makyaj/göz makyajı/kaş boyası,unknown,unknown,renk:siyah; menşei:cn; color detail:jet black,0.7022
11210,TERM_20193da0,ITEM_73bb3ee4d420,kalıcı makyaj,12 parçadan oluşan kalıcı makyaj malzeme seti özel çantasıyla birlikte,depocum,kozmetik & kişisel bakım/makyaj/göz makyajı/takma kirpik,unknown,unknown,etki:hacim verici,0.7007
11211,TERM_20193da0,ITEM_dcd6bacca998,kalıcı makyaj,"kalıcı bitiş 35 saat fondöten - 100 - fildişi, 30ml",rimmel,kozmetik & kişisel bakım/makyaj/ten makyajı/fondöten,unknown,unknown,kapatıcılık:yüksek; renk:bej; cilt tipi:tüm cilt tipleri; görünüm:mat,0.6996
11212,TERM_fe9850cf,ITEM_e9aec7ae58f2,erkek regular gömlek,erkek regular rahat kesim gömlek 203-15,assente,giyim/üst giyim/gömlek,erkek,yetişkin,desen:düz; kalıp:regular; yaka tipi:gömlek yaka; kumaş tipi:dokuma,0.7734
11213,TERM_fe9850cf,ITEM_fcd25d596664,erkek regular gömlek,lacivert düz regular fit casual gömlek,kip,giyim/üst giyim/gömlek,erkek,yetişkin,desen:düz; kalıp:belirtilmemiş; yaka tipi:gömlek yaka; kumaş tipi:dokuma,0.7689
11214,TERM_fe9850cf,ITEM_5d424e89b617,erkek regular gömlek,erkek düz dokuma regular fit viskon gömlek fonksiyonel dayanıklı kaliteli konforlu estetik,paybuy,giyim/üst giyim/gömlek,erkek,yetişkin,desen:düz; kalıp:regular; yaka tipi:gömlek yaka; kumaş tipi:dokuma,0.7657
11215,TERM_fe9850cf,ITEM_f4f72e70e07b,erkek regular gömlek,somon düz regular fit dokuma casual pamuk karışımlı gömlek,kip,giyim/üst giyim/gömlek,erkek,yetişkin,desen:düz; kalıp:belirtilmemiş; yaka tipi:gömlek yaka; kumaş tipi:dokuma,0.7631
