pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
5950,TERM_ad61cf9c,ITEM_89e8c5dd3a0d,çocuk baggy pantolon,kiz çocuk %100 pamuk baggy wide pantolon,pantulux,giyim/alt giyim/pantolon,kadın,çocuk,materyal:pamuklu; kumaş tipi:denim; paça tipi:geniş paça; bel:yüksek bel,0.8138
5951,TERM_ad61cf9c,ITEM_64a7d883fac5,çocuk baggy pantolon,kız çocuk wide baggy fit geniş paça kot pantolon,asortix,giyim/alt giyim/pantolon,kadın,çocuk,materyal:pamuklu; kumaş tipi:denim; paça tipi:geniş paça; bel:yüksek bel,0.8134
5952,TERM_ad61cf9c,ITEM_092cc5e926be,çocuk baggy pantolon,kız çocuk wide baggy fit geniş paça kot pantolon,asortix,giyim/alt giyim/pantolon,kadın,çocuk,materyal:pamuklu; kumaş tipi:denim; paça tipi:geniş paça; bel:yüksek bel,0.8134
5953,TERM_31f14bd5,ITEM_0ea507070a40,ceylan otantik elbise,bej süprem basic elbise,ceylan otantik,giyim/tesettür giyim/tesettür elbise,kadın,yetişkin,cep:cepsiz; sürdürülebilirlik detayı:hayır; kalıp:regular; desen:düz,0.8574
5954,TERM_31f14bd5,ITEM_99a97a0a8917,ceylan otantik elbise,indigo 3 iplik yakalı elbise,ceylan otantik,giyim/tesettür giyim/tesettür elbise,kadın,yetişkin,sürdürülebilirlik detayı:hayır; cep:cepsiz; kalıp:regular; desen:düz,0.849
5955,TERM_31f14bd5,ITEM_0c55c30608d5,ceylan otantik elbise,acı kahve süprem basic elbise,ceylan otantik,giyim/tesettür giyim/tesettür elbise,kadın,yetişkin,sürdürülebilirlik detayı:hayır; cep:cepsiz; kalıp:regular; desen:düz,0.8457
5956,TERM_31f14bd5,ITEM_55ace6b7908c,ceylan otantik elbise,bordo şal yaka elbise,ceylan otantik,giyim/tesettür giyim/tesettür elbise,kadın,yetişkin,sürdürülebilirlik detayı:hayır; cep:cepsiz; kalıp:regular; desen:düz,0.8342
5957,TERM_31f14bd5,ITEM_9a393560236a,ceylan otantik elbise,lacivert süprem basic elbise,ceylan otantik,giyim/tesettür giyim/tesettür elbise,kadın,yetişkin,sürdürülebilirlik detayı:hayır; cep:cepsiz; kalıp:regular; desen:düz,0.8318
5958,TERM_d4377d31,ITEM_a58e6dc03b1c,lescon kadın spor ayakkabı,sneaker,lescon,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,unisex,yetişkin,dış materyal:mikrofiber; bağlama şekli:bağcıklı; iç taban materyali:suni deri; taban materyali:kauçuk,0.9279
5959,TERM_d4377d31,ITEM_e620361bb2db,lescon kadın spor ayakkabı,l-6110 airtube kadın günlük spor ayakkabı,lescon,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,kadın,yetişkin,dış materyal:tekstil; bağlama şekli:bağcıklı; renk:siyah; saya materyali:tekstil,0.9109
5960,TERM_d4377d31,ITEM_75f385722ad2,lescon kadın spor ayakkabı,erkek   ayakkabı,lescon,ayakkabı/spor ayakkabı/halı saha ayakkabısı,erkek,yetişkin,bağlama şekli:bağcıklı; çivi tipi:plastik; bilek stili:normal bilekli; renk:siyah,0.8955
5961,TERM_d4377d31,ITEM_dab3eff5557b,lescon kadın spor ayakkabı,l-6035,lescon,ayakkabı/spor ayakkabı/sneaker,unisex,yetişkin,taban tipi:düz taban; dış materyal:tekstil; bağlama şekli:bağcıklı; renk:siyah,0.8759
5962,TERM_d4377d31,ITEM_98dbcd9551c6,lescon kadın spor ayakkabı,traıl mercury 4 kadın ayakkabı,lescon,ayakkabı/spor ayakkabı/sneaker,kadın,yetişkin,taban tipi:düz taban; koleksiyon:basic; dış materyal:tekstil; bağlama şekli:bağcıklı,0.8646
5963,TERM_d4a9f3bd,ITEM_f87e0ac11364,bruno visconti,monaco tükenmez kalem mavi 0.5 mm kutulu kahve kutu 20-0125/061,bruno visconti,kırtasiye & ofis malzemeleri/kalem/tükenmez kalem,unknown,unknown,renk:kahverengi; menşei:tr; color detail:kahverengi,0.6413
5964,TERM_d4a9f3bd,ITEM_a6603985eccd,bruno visconti,"""prime write"" tükenmez kalem 0.7mm",bruno visconti,kırtasiye & ofis malzemeleri/kalem/tükenmez kalem,unknown,unknown,renk:siyah; menşei:ru; color detail:10,0.6353
5965,TERM_d4a9f3bd,ITEM_1cbb87fdd02f,bruno visconti,"""prime write"" tükenmez kalem 0.7mm",bruno visconti,kırtasiye & ofis malzemeleri/kalem/tükenmez kalem,unknown,unknown,renk:metalik; menşei:ru; color detail:06,0.6353
5966,TERM_d4a9f3bd,ITEM_8ab05f0f9aaa,bruno visconti,jel kalem seti metalica 0.8 8 renk,bruno visconti,kırtasiye & ofis malzemeleri/kalem/jel mürekkepli kalem,unknown,unknown,menşei:cn,0.5875
