pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
1750,TERM_5db2f011,ITEM_8b4230d8b802,fısfıs,2li set çok amaçlı 50ml boş cam sprey başlıklı fıs fıs 2x50ml,juniberry,süpermarket/ev bakım ve temizlik/ev temizlik/tuvalet temizlik/tuvalet temizleyici,unknown,unknown,ek özellik:promosyon paketi; hacim:50 ml; menşei:tr; ürün güvenliği bilgisi:tehlikeli değil,0.8127
1751,TERM_5db2f011,ITEM_daa133b85633,fısfıs,7 adet cam boş şişe sprey çok amaçlı şişe fıs fıs 7x20ml,juniberry,süpermarket/ev bakım ve temizlik/ev temizlik/tuvalet temizlik/tuvalet temizleyici,unknown,unknown,ek özellik:promosyon paketi; hacim:20 ml; menşei:tr; ürün güvenliği bilgisi:tehlikeli değil,0.8022
1752,TERM_5db2f011,ITEM_1f9d67869a5b,fısfıs,1 adet boş fısfıs sprey şişesi 500 ml 2 çeşit püskürtmeli,borbex,banyo yapı & hırdavat/hırdavat/kutu ve ambalaj malzemesi,unknown,unknown,renk:şeffaf; ölçü:8 x 14 cm; paket içeriği:tekli; ürün tipi:plastik kap,0.7746
1753,TERM_5db2f011,ITEM_f6312b8d9716,fısfıs,anatolian sprey şişesi plastik fısfıs su sprey şişesi çok amaçlı temizlik sprey su şişesi - 1 adet,anadolu saray çarşısı,bahçe & elektrikli el aletleri/bahçe/bahçe sulama/bitki sulama kabı,unknown,unknown,,0.7728
1754,TERM_5db2f011,ITEM_2b57fd907959,fısfıs,3 adet çok amaçlı boş amber kahverengi sprey başlıklı cam şişe fıs fıs başlıklı 3x250ml,juniberry,süpermarket/ev bakım ve temizlik/ev temizlik/tuvalet temizlik/tuvalet temizleyici,unknown,unknown,ek özellik:promosyon paketi; hacim:250 ml; menşei:tr; ürün güvenliği bilgisi:tehlikeli değil,0.7678
1755,TERM_eb4bd58e,ITEM_098cd90e7f14,puklife,"hayal orta sehpa gümüş ayak, krem mdf",puklife,ev & mobilya/mobilya/salon & oturma odası/sehpa/orta sehpa,unknown,unknown,şekil:kare; materyal:mdf; renk:çok renkli; boyut/ebat:45 x 75,0.6408
1756,TERM_eb4bd58e,ITEM_c07d3d141b65,puklife,"hayal orta sehpa gold ayak, krem mdf",puklife,ev & mobilya/mobilya/salon & oturma odası/sehpa/orta sehpa,unknown,unknown,şekil:kare; materyal:mdf; renk:çok renkli; boyut/ebat:45 x 75,0.6408
1757,TERM_eb4bd58e,ITEM_7e1cdf7bee1a,puklife,3 lü kuğu zigon sehpa gold ayak siyah temperli cam,puklife,ev & mobilya/mobilya/salon & oturma odası/sehpa/zigon,unknown,unknown,materyal:metal; şekil:yuvarlak; renk:siyah; parça sayısı:3,0.6285
1758,TERM_eb4bd58e,ITEM_0c03e18e28a9,puklife,"kuğu yan sehpa, gold ayak bronz ayna",puklife,ev & mobilya/mobilya/salon & oturma odası/sehpa/yan sehpa,unknown,unknown,materyal:metal; şekil:yuvarlak; renk:metalik; garanti süresi:2 yıl,0.6269
1759,TERM_eb4bd58e,ITEM_f8418c3fbee0,puklife,3 lü kuğu zigon sehpa gümüş ayak siyah temperli cam,puklife,ev & mobilya/mobilya/salon & oturma odası/sehpa/zigon,unknown,unknown,materyal:metal; şekil:yuvarlak; renk:bej; parça sayısı:3,0.6153
