pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
5250,TERM_f5eb3e71,ITEM_d04b1a65b2fd,nuk alıştırma bardakları,natural alıştırma bardağı 250 ml 297,wee baby,anne & bebek & çocuk/anne bebek ürünleri/bebek beslenme ürünleri/alıştırma bardağı,unknown,bebek,materyal:polipropilen; hacim:250 ml; bakım talimatları (gıda temas):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.; renk:beyaz,0.785
5251,TERM_f5eb3e71,ITEM_16faa3febde4,nuk alıştırma bardakları,"might alıştırma bardağı, 237ml,6ay+1 adet ,pembe",munchkin,anne & bebek & çocuk/anne bebek ürünleri/bebek beslenme ürünleri/alıştırma bardağı,unknown,bebek,materyal:polipropilen; hacim:237 ml; menşei:cn; bakım talimatları (gıda temas):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.,0.7822
5252,TERM_f5eb3e71,ITEM_f9cad2c3dca8,nuk alıştırma bardakları,evolution magic cup 230ml,nuk,anne & bebek & çocuk/anne bebek ürünleri/bebek beslenme ürünleri/alıştırma bardağı,unknown,bebek,hacim:230 ml; menşei:de; bakım talimatları (gıda temas):ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz.; renk:yeşil,0.78
5253,TERM_5d1e9917,ITEM_815024f86060,kadın sipor ayakabı,beyaz - kadın spor ayakkabı,pasyone,ayakkabı/spor ayakkabı/sneaker,kadın,yetişkin,taban tipi:düz taban; koleksiyon:basic; dış materyal:suni deri; bağlama şekli:bağcıklı,0.7456
5254,TERM_5d1e9917,ITEM_42ec65846372,kadın sipor ayakabı,kadın sneaker ayakkabı hava alan konforlu ve esnek kullanışlı hava alan ortapedik spor ayakkabı,modaonn,ayakkabı/spor ayakkabı/sneaker,kadın,yetişkin,taban tipi:kalın taban; dış materyal:tekstil; bağlama şekli:bağcıklı; renk:gri,0.739
5255,TERM_5d1e9917,ITEM_48e32071c149,kadın sipor ayakabı,siyah - kadın spor ayakkabı,pasyone,ayakkabı/spor ayakkabı/sneaker,kadın,yetişkin,taban tipi:düz taban; koleksiyon:basic; dış materyal:suni deri; bağlama şekli:bağcıklı,0.7372
5256,TERM_5d1e9917,ITEM_12d6592ff21e,kadın sipor ayakabı,unisex siyah beyaz hafif nefes alan fileli spor sneaker ortopedik yürüyüş ayakkabısı,scarpebutik,ayakkabı/spor ayakkabı/sneaker,unisex,yetişkin,taban tipi:poliüretan iç taban; koleksiyon:basic; dış materyal:tekstil; bağlama şekli:bağcıklı,0.7341
5257,TERM_5d1e9917,ITEM_76c47cb6fc6a,kadın sipor ayakabı,günlük spor ayakkabı sneakers siyah beyaz mavi ortopedik tabanlık kaydırmaz taban,three bross,ayakkabı/spor ayakkabı/sneaker,kadın,yetişkin,taban tipi:kalın taban; koleksiyon:era; dış materyal:suni deri; bağlama şekli:bağcıklı,0.7193
5258,TERM_29f8a42f,ITEM_73715e9a2006,bebek patikleri,damla desenli bebek patik | unisex kaydırmaz tabanlı yenidoğan patikleri,cskticaret,ayakkabı/ev terliği & botu/patik,unisex,bebek,taban materyali:poli; materyal:tekstil; iç taban materyali:tekstil; saya materyali:tekstil,0.8299
5259,TERM_29f8a42f,ITEM_ed04f37c82fd,bebek patikleri,unisex bebek patik fitilli esnek bebek patiği 4lü set,minimely,ayakkabı/ev terliği & botu/patik,unisex,bebek,taban materyali:eva; materyal:tekstil; iç taban materyali:tekstil; saya materyali:tekstil,0.8286
5260,TERM_29f8a42f,ITEM_ae15f38e63dc,bebek patikleri,baby organik yeni doğan hediyelik örgü bebek patiği,sırma baby,anne & bebek & çocuk/bebek hediyelik,unisex,bebek,renk:beyaz; color detail:beyaz,0.8272
5261,TERM_29f8a42f,ITEM_6b5ae413cc24,bebek patikleri,bebek örgü patik - yenidoğan - 0-6 ay,sevza kids,ayakkabı/ev terliği & botu/patik,kadın,bebek,materyal:örme; iç taban materyali:tekstil; saya materyali:tekstil; renk:pembe,0.8178
5262,TERM_29f8a42f,ITEM_eda20216fa62,bebek patikleri,sevimli bebek ayakkabı patik 18-19 numara 3-6 ay ve 6-12 ay,mini mia,ayakkabı/ev terliği & botu/patik,unisex,bebek,taban materyali:eva; materyal:pamuklu; saya materyali:tekstil; iç taban materyali:tekstil,0.815
5263,TERM_0bbf6695,ITEM_699ae28297d1,daxi hesap makinesi,x-250 mint yeşili 12 haneli hesap makinesi,daxi,kırtasiye & ofis malzemeleri/ofis teknolojileri/hesap makinesi,unknown,unknown,tip:masaüstü,0.9029
5264,TERM_0bbf6695,ITEM_defdd89f1aa6,daxi hesap makinesi,"dx-7500 büyük boy 12 haneli hesap makinesi, mekanik tuş takimi",daxi,kırtasiye & ofis malzemeleri/ofis teknolojileri/hesap makinesi,unknown,unknown,tip:masaüstü; menşei:tr,0.8663
5265,TERM_0bbf6695,ITEM_fa07e3e47493,daxi hesap makinesi,mx-120b 12 hane masa üstü hesap makinesi,casio,kırtasiye & ofis malzemeleri/ofis teknolojileri/hesap makinesi,unknown,unknown,tip:masaüstü; menşei:tr,0.7696
5266,TERM_0bbf6695,ITEM_a80d41584f01,daxi hesap makinesi,"standart fonksiyonlu 12 haneli geniş lcd ekran,pill masaüstü hesap makinesi",skygo,kırtasiye & ofis malzemeleri/kalem/prestij & dolma kalem,unknown,unknown,menşei:ar,0.7476
5267,TERM_0bbf6695,ITEM_091729d30337,daxi hesap makinesi,"hesap makinesi daktilo stili büyük lcd ekran, pastel yuvarlak tuşlu, pilsiz çalışma 12 haneli beyaz",hane216,kırtasiye & ofis malzemeleri/ofis teknolojileri/hesap makinesi,unknown,unknown,tip:masaüstü; diğer özellikler:pilsiz çalışma özelliği; menşei:cn,0.741
5268,TERM_0ecfb9a4,ITEM_982505118a95,katlanır bisiklet,f12 foldıng katlanır bisiklet 290h v 20 jant 8 vites siyah,peugeot,spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet,erkek,yetişkin,bisiklet tipi:katlanabilir bisiklet; materyal:alüminyum; vites:21 vites; renk:siyah,0.861
5269,TERM_0ecfb9a4,ITEM_f4fa39c817fe,katlanır bisiklet,2036 folding katlanir bisiklet v 20 jant 6 vites white silver red,ümit,spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet,unisex,çocuk,bisiklet tipi:katlanabilir bisiklet; materyal:alüminyum; vites:6 vites; kadro boyu:41-43 cm,0.8498
5270,TERM_0ecfb9a4,ITEM_9c2f48fc313a,katlanır bisiklet,fx 3500-trn katlanır bisiklet 280cm v 20 jant 7 vites siyah kırmızı,bisan,spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet,unisex,yetişkin,bisiklet tipi:katlanabilir bisiklet; materyal:alüminyum; vites:7 vites; kadro boyu:44 cm,0.8466
