pair_id,term_id,item_id,query,title,brand,category,gender,age_group,attributes_short,cosine
11900,TERM_f78a81e2,ITEM_ee5aa266d2e9,nike sneaker,wmns nıke court vıntage prm,nike,ayakkabı/spor ayakkabı/outdoor ayakkabı,kadın,genç,astar materyali:tekstil; saya materyali:tekstil; bağlama şekli:bağcıklı; renk:beyaz,0.7239
11901,TERM_a9a75a22,ITEM_95d2f61cf08e,telefon tutacağı,yeni nesil 360 ° dönen araba telefon tutucu ayarlanabilir universal masaüstü telefon tutacağı,asfal,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:akrobat; renk:siyah; garanti süresi:6 ay; türü:vantuzlu,0.7801
11902,TERM_a9a75a22,ITEM_b0fbffea1021,telefon tutacağı,masaüstü telefon & tablet tutacağı yükseklik ayarlı 360° derece dönebilen cep telefonu tablet tutucu,abbruch,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:akrobat; renk:siyah; garanti süresi:2 yıl; türü:torpido üstü,0.7754
11903,TERM_a9a75a22,ITEM_dd6374127e1f,telefon tutacağı,vantuzlu katlanabilir minimalist masa üstü telefon tutacağı 2 kademeli telefon tutacağı karışık renk,blue side,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:akrobat; renk:çok renkli; garanti süresi:belirtilmemiş; türü:vantuzlu,0.77
11904,TERM_a9a75a22,ITEM_a33fd222b9d5,telefon tutacağı,araba akrobat telefon tutucu araç içine cep telefonu tutacağı oto aksesuar arac telefon tutucu,beatitude,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:akrobat; renk:beyaz; garanti süresi:belirtilmemiş; türü:torpido üstü,0.7669
11905,TERM_a9a75a22,ITEM_fe1375e2a57a,telefon tutacağı,araba telefon tutucu araç içi cep telefonu tutacağı oto aksesuar arac telefon tutacağı,beatitude,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/araç içi telefon tutucu,unknown,unknown,telefon tutucu özellikleri:mıknatıslı; renk:beyaz; garanti süresi:belirtilmemiş; türü:vantuzlu,0.7661
11906,TERM_ea393a33,ITEM_b01d9623eb10,kız çocuk kot,geniş paça kız çocuk denim kot pantolon mavi renk,minny max,giyim/alt giyim/pantolon,kadın,bebek & çocuk,materyal:pamuklu; kumaş tipi:denim; paça tipi:boru paça; bel:normal bel,0.8811
11907,TERM_ea393a33,ITEM_aeaa907e81f1,kız çocuk kot,kız çocuk mavi jeans kot pantolon,jolly kids,giyim/alt giyim/jeans,kadın,çocuk,kemer/kuşak durumu:kemersiz; paça tipi:düz paça; bel:normal bel; renk:mavi,0.8675
11908,TERM_ea393a33,ITEM_47ae823eb279,kız çocuk kot,kız çocuk mavi jeans kot pantolon,jolly kids,giyim/alt giyim/jeans,kadın,çocuk,kemer/kuşak durumu:kemersiz; paça tipi:düz paça; bel:normal bel; renk:mavi,0.8675
11909,TERM_ea393a33,ITEM_b5d1189dc88f,kız çocuk kot,kız çocuk geniş paça jean pantolon,jacadi,giyim/elbise,unknown,çocuk,kumaş tipi:belirtilmemiş; kalıp:belirtilmemiş; renk:çok renkli; boy:belirtilmemiş,0.8665
11910,TERM_ea393a33,ITEM_2d85d738c6f5,kız çocuk kot,kız çocuk pamuklu kot pantolon - wide leg,koton,giyim/alt giyim/pantolon,kadın,çocuk,materyal:tekstil; kumaş tipi:denim; paça tipi:bol paça; bel:normal bel,0.8654
11911,TERM_c7761fa2,ITEM_667fc05051ef,duş oturağı,banyo oturağı,byr,ev & mobilya/ev/banyo/banyo aksesuarları/banyo seti,unknown,unknown,materyal:plastik; renk:beyaz; color detail:beyaz,0.8125
11912,TERM_c7761fa2,ITEM_54c7c232420e,duş oturağı,engelli duş oturağı plastik banyo oturağı paslanmaz katlanabilir duş taburesi,zethome,banyo yapı & hırdavat/banyo yapı malzemeleri/yaşlı & bedensel engelli banyo ürünleri/tutunma barı,unknown,unknown,menşei:tr,0.8042
11913,TERM_c7761fa2,ITEM_94959377834c,duş oturağı,yaşlı hasta engelli paslanmaz üstü plastik duş oturağı,fixer365,banyo yapı & hırdavat/banyo yapı malzemeleri/yaşlı & bedensel engelli banyo ürünleri/engelli klozeti,unknown,unknown,,0.8037
11914,TERM_c7761fa2,ITEM_43abbc40f5ee,duş oturağı,maxi ahşap engelli duş oturağı 304paslanmaz,yönyap,ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/tabure,unknown,unknown,ortam:günlük; renk:kahverengi; materyal:plastik; garanti süresi:2 yıl,0.7925
11915,TERM_c7761fa2,ITEM_bfdbfbcb682b,duş oturağı,banyo oturaği küvet oturaği tabure klozet taburesi vantuzlu ayakli kaymaz 150kg kapasite,geneltedarik,anne & bebek & çocuk/anne bebek ürünleri/bebek banyo & tuvalet/bebek banyo aksesuarı,unknown,bebek,renk:beyaz; menşei:tr; color detail:beyaz,0.7863
