pair_id,verdict,reason
10850,1,exact match kurbağacık wrench
10851,1,exact match kurbağacık wrench
10852,1,exact match kurbağacık wrench
10853,1,exact match kurbağacık wrench
10854,1,sigara tabakası matches category
10855,1,sigara tabakası matches category
10856,1,sigara tabakası matches category
10857,1,tütün saklama kutusu close to sigara tabakası
10858,1,title explicitly sigara tabakası
10859,1,tesbih kutusu match
10860,1,tesbih kutusu match
10861,1,tesbih kutusu match
10862,1,tesbih kutusu match
10863,1,tespih kutusu match
10864,1,eyüp sabri tuncer duş jeli exact
10865,1,eyüp sabri tuncer duş jeli exact
10866,1,eyüp sabri tuncer duş jeli exact
10867,1,eyüp sabri tuncer duş jeli set
10868,1,same brand duş jeli combo product
10869,1,under armour yelek match
10870,1,under armour yelek match
10871,1,under armour yelek match
10872,1,under armour yelek match
10873,1,under armour yelek match
10874,1,reglan sleeve tişört matches
10875,1,reglan sleeve tişört matches
10876,1,contains reglan in title
10877,1,reglan kollu kazak matches
10878,1,reglan kollu kazak matches
10879,1,car seat protector cover relevant
10880,1,koltuk koruyucu match
10881,1,koltuk takımı koruma örtüsü match
10882,1,seat cover for car relevant
10883,1,koltuk koruma örtüsü match
10884,1,macbook çanta match
10885,1,macbook çanta match
10886,1,macbook kılıf çanta match
10887,1,macbook laptop çanta match
10888,1,macbook kılıf çanta match
10889,1,atatürk broş match
10890,1,atatürk broş match
10891,1,atatürk broş match
10892,1,atatürk broş match
10893,1,atatürk broş/rozet match
10894,1,hazeran tepsi match
10895,1,hazeran tepsi match
10896,1,hazeran tepsi match
10897,1,hazeran tasarım tepsi match
10898,1,hazeran tepsi match
10899,1,peugeot rifter koltuk kılıfı - title matches
10900,1,peugeot rifter aksesuar match
10901,1,peugeot rifter aksesuar match
10902,1,title says peugeot rifter despite attr mismatch
10903,1,title says peugeot rifter despite attr mismatch
10904,1,vivense yemek masası brand+type match
10905,1,vivense yemek masası brand+type match
10906,1,vivense yemek masası brand+type match
10907,0,çocuk çalışma masası not kitchen table
10908,0,çocuk oyun masası not kitchen table
10909,1,11.sınıf matematik title match
10910,1,11.sınıf matematik match
10911,1,11.sınıf matematik match
10912,1,11.sınıf matematik match
10913,1,11.sınıf matematik match
10914,1,tek kişilik lastikli çarşaf match
10915,1,tek kişilik lastikli çarşaf match
10916,1,tek kişilik lastikli çarşaf match
10917,1,tek kişilik lastikli çarşaf match
10918,1,tek kişilik lastikli çarşaf match
10919,1,silver polo kadın çanta match
10920,1,silver polo kadın çanta match
10921,1,silver polo kadın çanta match
10922,1,silver polo kadın çanta match
10923,1,silver polo kadın çanta match
10924,1,el bilek ateli match
10925,1,el bilek ateli match
10926,1,el bilek ateli match
10927,1,el bilek ateli match
10928,1,el bilek ateli match
10929,1,nivea vücut kremi match
10930,0,category is yüz kremi not vücut
10931,1,nivea vücut losyonu close match
10932,0,category is yüz kremi not vücut
10933,1,nivea vücut kremi match
10934,1,lacoste eşofman takımı match
10935,1,lacoste eşofman takımı match
10936,1,lacoste eşofman takımı match
10937,0,only eşofman altı not full takım
10938,1,lacoste eşofman takımı match
10939,1,exact enjoy tavuklu 15kg match
10940,1,enjoy tavuklu kedi maması 15kg match
10941,0,wrong weight 10kg not 15kg
10942,0,wrong weight 5kg not 15kg
10943,1,exact enjoy tavuklu 15kg match
10944,1,tv kablosu hdmi match
10945,1,tv kablosu hdmi match
10946,1,hdmi tv kablosu match despite category
10947,1,tv görüntü kablosu match
10948,0,ethernet cat6 cable not tv cable
10949,1,mutfak armatürü match
10950,1,mutfak armatürü match
10951,1,mutfak armatürü match
10952,1,mutfak eviye bataryası is mutfak armatürü
10953,1,mutfak eviye bataryası is mutfak armatürü
10954,0,no relation to query mehr
10955,0,no relation to query mehr
10956,0,no relation to query mehr
10957,0,no relation to query mehr
10958,0,no relation to query mehr
10959,1,hint yağı match
10960,1,hint yağı match
10961,1,hint yağı match
10962,1,hint yağı match
10963,1,hint yağı match
10964,1,royal halı brand match
10965,1,royal halı brand match
10966,1,royal halı brand match
10967,1,royal halı brand match
10968,1,royal halı brand match
10969,1,mevsimlik ferace match
10970,1,tesettür kap mevsimlik match
10971,0,pardesü not ferace category and yazlık not mevsimlik
10972,0,pardesü not ferace category and yazlık not mevsimlik
10973,0,pardesü not ferace category and yazlık not mevsimlik
10974,1,mustela nemlendirici losyon match
10975,1,mustela besleyici bebek losyonu nemlendirici
10976,1,mustela nemlendirici vücut losyonu match
10977,1,mustela besleyici krem nemlendirici
