pair_id,verdict,reason
7000,1,"cam kesme tahtası matches query cam kesme"
7001,1,"cam kesme tahtası matches query cam kesme"
7002,1,"title explicitly cam kesme tahtası matching query"
7003,1,"kavrulmuş siirt fıstığı matches query"
7004,1,"siirt fıstığı matches query"
7005,1,"kabuklu siirt fıstığı matches query"
7006,1,"siirt fıstığı ana çatlak matches query"
7007,1,"siirt fıstığı duble matches query"
7008,1,"palmolive shower gel product matches query despite brand field mismatch"
7009,1,"palmolive men sport duş jeli matches query"
7010,1,"palmolive duş jeli miceller matches query"
7011,1,"palmolive duş jeli set matches query"
7012,1,"palmolive duş jeli feel happy matches query"
7013,1,"parmak arası erkek terlik matches query"
7014,1,"erkek parmak arası terlik siyah matches query"
7015,1,"title says erkek parmakarası terlik matching query despite gender field noise"
7016,1,"erkek hakiki deri parmak arası terlik matches query"
7017,1,"ortopedik parmak arası erkek terlik matches query"
7018,1,"komidin (typo of komodin) matches query"
7019,1,"komodin yatak odası product matches query"
7020,1,"komodin yatak odası product matches query"
7021,1,"komodin yatak odası product matches query"
7022,1,"komodin yatak odası product matches query"
7023,1,"pratik mutfak aleti (patates ezici vb) matches query intent"
7024,1,"mutfak yardımcıları pratik set matches query intent"
7025,1,"servis maşa ve mutfak gereçleri pratik set matches query"
7026,1,"title literally contains pratik mutfak gereçleri"
7027,1,"paslanmaz çelik pratik mutfak aletleri seti matches query"
7028,1,"pasaport kılıfı matches query"
7029,1,"pasaport kılıfı 3lü set matches query"
7030,1,"pasaport kılıfı matches query"
7031,1,"pasaport kılıfı matches query"
7032,1,"pasaport kılıfı matches query"
7033,1,"brand nazenintasarımlar casual/klasik ayakkabı matches brand+type query"
7034,1,"brand nazenintasarımlar casual ayakkabı exact match"
7035,1,"brand nazenintasarımlar casual ayakkabı exact match"
7036,1,"brand nazenintasarımlar klasik ayakkabı close match to casual ayakkabı"
7037,1,"duplicate of 7036, brand nazenintasarımlar shoe matches"
7038,1,"haftalık planlayıcı matches query"
7039,1,"haftalık planlayıcı matches query"
7040,1,"haftalık planlayıcı defter matches query"
7041,1,"haftalık planlayıcı memopad matches query"
7042,1,"haftalık aylık ajanda matches query"
7043,1,"oral-b vitality pro şarjlı diş fırçası exact model match"
7044,0,"plain Vitality (non-Pro), battery not rechargeable - wrong variant"
7045,1,"oral b vitality pro şarj edilebilir diş fırçası exact model match"
7046,0,"title says plain vitality not vitality pro; pro white refers to unrelated refill head name"
7047,1,"vitality pro şarjlı diş fırçası siyah exact model match"
7048,1,"tivil ipek eşarp exact match"
7049,1,"tivil ipek eşarp exact match"
7050,1,"twill ipek eşarp matches tivil ipek eşarp query"
7051,1,"title says tivil ipek eşarp matching query despite weave attribute noise"
7052,1,"twill ipek eşarp matches query"
7053,1,"kamp piknik mutfak bardak matches query"
7054,1,"kamp piknik mutfak bardak matches query"
7055,1,"kamp bardağı fincanı matches query"
7056,0,"this is a carrying case/box for cups, not a cup itself - accessory not the product"
7057,1,"plastic cup ideal for kamp use matches query"
7058,1,"nars fondöten exact brand+category match"
7059,1,"nars fondöten exact brand+category match"
7060,1,"nars fondöten exact brand+category match"
7061,1,"nars fondöten exact brand+category match"
7062,1,"nars fondöten exact brand+category match"
7063,1,"balon kol deri ceket exact match"
7064,1,"balon kol deri ceket exact match"
7065,1,"balon kol deri ceket exact match"
7066,1,"balon kol deri ceket exact match"
7067,1,"balon kol deri ceket exact match"
7068,1,"hot wheels branded toy cars matches query"
7069,1,"hot wheels branded toy car matches query"
7070,1,"hot wheels branded toy car matches query"
7071,0,"storage rack for hot wheels cars, an accessory not the toy car itself"
7072,1,"hot wheels branded toy car set matches query"
7073,1,"pierre cardin erkek pantolon exact match"
7074,1,"pierre cardin erkek pantolon exact match"
7075,1,"pierre cardin erkek pantolon exact match"
7076,1,"pierre cardin erkek pantolon exact match"
7077,1,"pierre cardin erkek pantolon exact match"
7078,1,"biberon ucu ikili matches query"
7079,0,"this is a full bottle (270ml) not just the replacement nipple/tip"
7080,0,"this is a full bottle (270ml) not just the replacement nipple/tip"
7081,1,"biberon ucu ikili yavaş akış matches query"
7082,1,"biberon emziği (nipple) matches query"
7083,1,"altın baget yüzük matches query"
7084,1,"altın baget yüzük matches query"
7085,1,"altın baget yüzük matches query"
7086,1,"altın baget bileklik same baget style, close match"
7087,1,"kadın altın baget yüzük matches query"
7088,1,"tofaş model araba matches query"
7089,1,"tofaş kartal model araba matches query"
7090,1,"tofaş şahin model araç matches query"
7091,1,"tofaş diecast matches query"
7092,1,"tofaş şahin model araç matches query"
7093,1,"büyük beden abiye bluz exact match"
7094,1,"büyük beden şifon abiye bluz exact match"
7095,1,"büyük beden abiye kadın bluz matches query"
7096,1,"büyük beden abiye bluz exact match"
7097,0,"this is a full 2-piece bluz+pantolon abiye takım (outfit set), not a standalone blouse"
7098,1,"termos çanta isı yalıtımlı matches query"
7099,1,"termal isı yalıtımlı yemek taşıma çantası matches query"
7100,1,"termos çanta matches query"
7101,1,"termos çanta termal isı yalıtımlı matches query"
7102,1,"termos çantası/termal torba matches query"
7103,1,"brand zühre tesettür takım matches query"
7104,1,"brand zühre tesettür takım matches query"
7105,1,"brand zühre modest outerwear matches query"
7106,1,"brand zühre kaban matches query"
7107,1,"brand zühre tesettür takım matches query"
7108,1,"bavul içi düzenleyici organizer exact match"
7109,1,"bavul içi düzenleyici organizer exact match"
7110,1,"bavul içi düzenleyici organizer exact match"
7111,1,"bavul içi düzenleyici organizer exact match"
7112,1,"bavul içi düzenleyici organizer exact match"
7113,1,"palazzo pantolon same style as armonika pantolon query"
7114,1,"palazzo pantolon matches armonika style"
7115,1,"palazzo pantolon matches armonika style"
7116,1,"palazzo pantolon matches armonika style"
7117,1,"brand armonika exact match plus pantolon"
7118,1,"çok fonksiyonlu buharlı pişirici exact match"
7119,1,"çok fonksiyonlu buharlı pişirici exact match"
7120,1,"çok fonksiyonlu buharlı pişirici exact match"
7121,0,"manual steaming basket insert, not the electric buharlı pişirici appliance"
7122,0,"manual double steamer pot insert, not the electric buharlı pişirici appliance"
7123,1,"lpg enjektörü matches oto enjektör query"
7124,1,"lpg enjektörü universal matches query"
7125,1,"lpg enjektörü universal matches query"
7126,1,"lpg enjektörü for bmw x5 still a car injector matches query"
7127,1,"lpg enjektörü universal matches query"
7128,1,"kpss tarih book authored by aydın yüce matches query"
7129,1,"ags tarih book authored by aydın yüce matches query"
7130,1,"kpss tarih book authored by aydın yüce matches query"
7131,1,"kpss/ags tarih book authored by aydın yüce matches query"
7132,0,"tesettür ferace clothing item, unrelated to author aydın yüce, brand only shares name melek aydın"
7133,1,"abiye hazır türban exact match"
7134,1,"abiye hazır türban exact match"
7135,1,"abiye hazır türban exact match"
7136,1,"hazır türban product from same specialist brand matches query"
7137,1,"hazır türban product from same specialist brand matches query"
7138,1,"peluş battaniye tek kişilik exact match"
7139,1,"peluş battaniye çift kişilik exact match"
7140,0,"pet blanket for cats/dogs, not intended for human use as query implies"
7141,1,"peluş battaniye çift kişilik exact match"
7142,1,"peluş tv battaniye tek kişilik exact match"
7143,1,"oto çöp kovası exact match"
7144,1,"oto çöp kovası exact match"
7145,1,"oto çöp kovası exact match"
7146,1,"oto çöp kovası exact match"
7147,1,"oto çöp kovası exact match"
7148,1,"sup paddle board şişme sörf tahtası exact match"
7149,1,"sup paddle board exact match"
7150,1,"sup paddle board exact match"
7151,1,"title explicitly sup board despite miscategorized seafood category"
7152,1,"sup paddle board exact match"
7153,1,"lego disney set exact match"
7154,1,"lego disney set exact match"
7155,1,"lego disney minifigür exact match"
7156,1,"lego disney set exact match"
7157,1,"lego disney set exact match"
7158,1,"bulaşık makinesi deterjanı exact match"
7159,1,"bulaşık makinesi deterjanı exact match"
7160,1,"bulaşık makine deterjanı exact match"
7161,1,"bulaşık makinesi kapsül deterjanı exact match"
7162,1,"bulaşık makinesi kapsül deterjanı exact match"
7163,1,"brand perilla çamaşır kurutmalık matches query"
7164,1,"brand perilla çamaşır kurutmalığı matches query"
7165,1,"brand perilla çamaşır kurutmalık matches query"
7166,1,"brand perilla çamaşır kurutmalık matches query"
7167,1,"brand perilla çamaşır askısı, close laundry item matches query"
7168,1,"çanta charmı exact match"
7169,1,"çanta charmı exact match"
7170,1,"çanta charmı exact match"
7171,1,"çanta charmı exact match"
7172,1,"çanta charmı exact match"
7173,1,"adidas erkek bot exact match"
7174,1,"adidas erkek outdoor bot matches query despite category tag"
7175,0,"unisex/child variant, not specifically erkek as query specifies"
7176,1,"adidas erkek outdoor bot exact match"
7177,1,"adidas erkek bot exact match"
7178,1,"vücut peelingi exact match"
7179,1,"vücut peelingi exact match"
7180,1,"vücut peelingi exact match"
7181,1,"vücut peelingi exact match"
7182,1,"vücut peelingi exact match"
7183,1,"unisex bebek yelek acceptable for erkek bebek search, age matches"
7184,1,"erkek bebek yelek exact match"
7185,0,"age group çocuk not bebek, mismatch with query's bebek specification"
7186,1,"unisex bebek yelek matches age group of query"
7187,1,"erkek bebek yelek exact match"
7188,1,"philips lumea ipl lazer epilasyon exact match"
7189,1,"philips lumea ipl lazer epilasyon exact match"
7190,1,"philips lumea ipl lazer epilasyon exact match"
7191,1,"philips lumea ipl lazer epilasyon exact match"
7192,1,"philips lumea ipl lazer epilasyon exact match"
7193,1,"title makrome duvar süsü matches query despite category noise"
7194,1,"makrome duvar dekoru exact match"
7195,1,"makrome duvar dekoru exact match"
7196,1,"makrome duvar süsü exact match"
7197,1,"makrome duvar süsü exact match"
7198,1,"metal pipo product matches query pip (pipo abbreviation)"
7199,1,"pipo product matches query"
7200,1,"pipo product matches query"
7201,1,"pipo product matches query"
7202,1,"pipo product matches query"
7203,1,"yuvarlak yemek masası exact match"
7204,1,"yuvarlak yemek masası exact match"
7205,1,"yuvarlak yemek masası exact match"
